SMILES,pKa
CCCC[NH+]1CCCC1,10.36
CCCC[NH+]1CCCC1C,10.65
CCCC[NH+]1CCCCC1,10.47
CCCC[NH+]1CCCCC1C,10.7
CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C,7.715
CCCC[NH+]=C(N)[NH+]=C(N)Nc1ccc(Cl)cc1,10.78
CCCC[NH+]=C1Nc2ccccc2C(C)N1,10.7
CCCC[NH2+]C,10.8
CCCC[NH2+]CC(=O)Nc1c(C)cccc1C,8.04
CCCC[NH2+]CCCC,11.29
CCCC[NH2+]Cc1ccc(C)cc1,9.98
CCCC[NH2+]Cc1ccccc1,9.46
CCCC[NH3+],10.723333
CCCC[P+](CCCC)(CCCC)C1c2ccccc2-c2ccccc21,10.53
CCCCc1c(-c2ccccc2)[nH][nH]c1=O,8.2
CCCCc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O,7.2
CCCCc1c(C)nc(NCC)[nH]c1=O,8.04
CCCCc1c([O-])n(-c2ccccc2)n(-c2ccccc2)c1=O,4.5
CCCCc1cc(Cl)cc(Cl)c1O,8.1
CCCCc1ccc(C(=O)[O-])nc1,5.7
CCCCc1ccccc1N,4.26
CCCCc1cccnn1,3.49
CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1,4.5
CCCCc1nc(N)c2ncsc2n1,3.49
CCCCn1cc(C[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.2
CCCCn1ccnc1,7.14
CCCCn1cnc2ccccc21,5.31
CCCN(C)N,7.35
CCCN(C)N(C)CCC,7.05
CCCN(C)c1ccccc1,5.67
CCCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,11.0
CCCN(CC)c1ccccc1,6.39
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2[NH2+]CCN(Cc3ccccc3)C2=O)c1,6.0
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2[NH2+]CN(Cc3ccccc3)C2=O)c1,3.6
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)c1,8.4
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCC[NH2+]2)c1,9.6
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,3.4
CCCN(CCC)c1ccccc1,6.13
CCCN(N)CCC,7.0
CCCN1C=CC(=CC=C2C=CC(=O)C=C2)C=C1,8.5
CCCN=C1Nc2cccc(Cl)c2S(=O)(=O)N1,9.54
CCCNC(=O)Cn1cccc([O-])c1=O,8.75
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,4.9
CCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.86
CCCNN,7.92
CCCNc1ccccc1,5.12
CCCNc1ncnc2c1cnn2C,4.25
CCCOC(=O)[C@@H]([NH3+])CCC(=O)NCCSC(C)=O,8.8
CCCOC(=O)c1ccc(N)cc1,2.49
CCCOC(=O)c1ccc(O)cc1,8.3
CCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.03
CCCOC(=S)[N-]C(C)=O,9.34
CCCOC(C(=O)OC1CC[NH+](C)CC1)(c1ccccc1)c1ccccc1,6.65
CCCOCCCCCCn1cc(C[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.1
CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.86
CCCOc1ccc(C(=O)[O-])cc1,4.63
CCCOc1ccc(O)cc1,10.23
CCCOc1ccccc1C(=O)[O-],4.24
CCCOc1noc2c1C[NH2+]CC2,7.6
CCCS,10.56
CCCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)C[NH+](C1CCOC1)CC2,5.8
CCCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)C[NH+](C1CCOCC1)CC2,7.3
CCCS(=O)[O-],2.35
CCCSC(=N)c1ccccc1,8.1
CCCSC(=O)CCCc1cnc[nH]1,7.55
CCCSC(C)C(=O)[O-],3.82
CCCSC(N=O)C(=O)c1ccc(Br)cc1,8.45
CCCSCC(=O)[O-],3.77
CCCSCC[NH+](CC)CC,8.83
CCCSCC[NH3+],9.43
CCCSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N,5.52
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[NH+](C)C1,7.65
CCC[NH+](C)C,9.62
CCC[NH+](CC(C)O)CC(C)O,8.9
CCC[NH+](CC(C)O)CC(O)CC,9.0
CCC[NH+](CC(O)CC)CC(O)CC,9.0
CCC[NH+](CC)C(CC)C(=O)Nc1c(C)cccc1C,6.62
CCC[NH+](CCC)CC(=O)NC1c2ccccc2-c2ccccc21,7.28
CCC[NH+](CCC)CC(=O)Nc1c(C)cccc1C,7.68
CCC[NH+](CCC)CCC,10.47
CCC[NH+](CCC)CCCNC(=O)CN=O,9.54
CCC[NH+](CCC)CCc1c[nH]c2ccccc12,8.6
CCC[NH+](CCC)Cc1no[n+]([O-])c1C#N,5.46
CCC[NH+](CCCl)CCCl,6.7
CCC[NH+](CCO)CC(C)O,8.9
CCC[NH+](CCO)CC(O)CC,9.0
CCC[NH+](CCc1c[nH]c2ccccc12)Cc1ccc(CCC(=O)N=O)cc1,7.9
CCC[NH+]1CCCCC1,10.45
CCC[NH+]1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,8.07
CCC[NH+]1CCN(c2ccc(C#N)cc2)CC1,7.78
CCC[NH+]1CCN(c2ccc(C(F)(F)F)cc2)CC1,7.84
CCC[NH+]1CCN(c2ccc(C(N)=O)cc2)CC1,7.84
CCC[NH+]1CCN(c2ccc(C)cc2)CC1,7.92
CCC[NH+]1CCN(c2ccc(Cl)cc2)CC1,7.83
CCC[NH+]1CCN(c2ccc(OC)cc2)CC1,7.88
CCC[NH+]1CCN(c2cccc(C#N)c2)CC1,7.67
CCC[NH+]1CCN(c2cccc(C(F)(F)F)c2)CC1,7.81
CCC[NH+]1CCN(c2cccc(C(N)=O)c2)CC1,7.76
CCC[NH+]1CCN(c2cccc(C)c2)CC1,7.83
CCC[NH+]1CCN(c2cccc(Cl)c2)CC1,7.83
CCC[NH+]1CCN(c2cccc(OC)c2)CC1,7.86
CCC[NH+]1CCN(c2ccccc2)CC1,7.96
CCC[NH+]1CCN(c2ccccc2C#N)CC1,7.92
CCC[NH+]1CCN(c2ccccc2C(F)(F)F)CC1,8.8
CCC[NH+]1CCN(c2ccccc2C(N)=O)CC1,8.14
CCC[NH+]1CCN(c2ccccc2C)CC1,8.39
CCC[NH+]1CCN(c2ccccc2Cl)CC1,8.07
CCC[NH+]1CCN(c2ccccc2OC)CC1,8.29
CCC[NH+]1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,8.78
CCC[NH+]=C(N)[NH+]=C(N)Nc1ccc(Cl)cc1,10.78
CCC[NH+]=C1Nc2ccccc2C(C)N1,10.7
CCC[NH2+]C(C)(C)P(=O)(OCC)OCC,6.99
CCC[NH2+]C(C)C,10.96
CCC[NH2+]C(C)C(=O)Nc1ccccc1C,7.673333
CCC[NH2+]C1c2ccccc2C=Cc2ccccc21,8.9
CCC[NH2+]CC(=O)Nc1c(C)cccc1C,8.01
CCC[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1,9.27
CCC[NH2+]CCC,11.02
CCC[NH2+]Cc1ccc(C)cc1,9.98
CCC[NH2+]Cc1ccccc1,9.62
CCC[NH3+],10.675
CCC[n+]1cccc2c(O)cccc21,6.06
CCC[n+]1cccc2cc([O-])ccc21,7.08
CCCc1[nH]cc[nH+]1,8.02
CCCc1c(-c2ccccc2)[nH][nH]c1=O,8.0
CCCc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O,7.0
CCCc1cc(Cl)cc(Cl)c1O,8.1
CCCc1ccc(C)nn1,4.25
CCCc1ccc(CCC[NH+](C)C)cc1,10.54
CCCc1ccc(O)c(-c2cc(CCC)ccc2O)c1,9.3
CCCc1ccccc1N,4.36
CCCc1ccccn1,5.97
CCCc1cccnn1,3.59
CCCc1ccnc2c1ccc1cccnc12,5.45
CCCc1nc2ccc(OCC)cc2[nH]1,6.12
CCCc1ncnc2c(O)cccc12,8.82
CCCc1nn[n-]n1,5.61
CCCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c([O-])c(I)c1,4.89
CCCc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1,7.74
CCCn1ccnc1C,8.2
CCCn1ccnc1C=O,5.15
CCCn1ccnc1CO,7.04
CCCn1cnc2ccccc21,5.46
CCCn1cncn1,2.36
CCN(C(=O)Cc1ccc(OC)cc1)C1CC[NH+](C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,7.8
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CC[NH+](CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,8.4
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CC[NH+](CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,7.5
CCN(C)C(=O)Oc1cccc([C@H](C)[NH+](C)C)c1,8.99
CCN(C)C(=O)[C@H]1C[C@@H](c2ccc(C[NH+]3CCCC3)c(F)c2)C1,9.3
CCN(C)N,7.3
CCN(C)N(C)C,6.38
CCN(C)N(C)CC,6.8
CCN(C)N(CC)CC,7.3
CCN(C)NC,6.85
CCN(C)c1ccccc1,6.02
CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,11.1
CCN(CC)C(=O)C1(c2ccccc2)CC1C[NH3+],9.5
CCN(CC)C(=O)NO,10.8
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2[NH+](C)C1,6.8
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2[NH+](C)C1,7.8
CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1C[NH3+],9.6
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1C[NH3+],9.6
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1C[NH3+],9.7
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@H]1C[NH3+],9.6
CCN(CC)C(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,6.75
CCN(CC)C(=S)S,3.95
CCN(CC)CC#N,4.18
CCN(CC)CCC#N,7.62
CCN(CC)CCS(=O)(=O)c1ccc(OC)c(OC)c1OC,7.41
CCN(CC)CC[NH2+]C(N=O)c1nc(-c2ccccc2)no1,9.85
CCN(CC)N(C)C,6.88
CCN(CC)N(CC)CC,7.31
CCN(CC)NC,7.14
CCN(CC)S(=O)(=O)c1ccccc1C(=O)[O-],2.96
CCN(CC)S(=O)(=O)c1ccsc1C(=O)[O-],2.77
CCN(CC)c1ccc(C)c2nc(-c3c(OC)cc(COC)cc3OC)c(C)cc12,5.86
CCN(CC)c1ccc(C)cc1,7.18
CCN(CC)c1ccc(OC)c2nc(-c3c(OC)cc(COC)cc3OC)c(C)cc12,6.01
CCN(CC)c1ccccc1,6.6
CCN(CC)c1ccccc1C,7.18
CCN(CC)c1ccccn1,7.32
CCN(CC)c1nn[n-]n1,6.33
CCN(CCC#N)CCC#N,4.55
CCN(CCC[NH+]1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccc(C)cc1,7.4
CCN(CCC[NH+]1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccc(OC)cc1,7.4
CCN(CCC[NH+]1CCc2cc(OC)ccc2C1)S(=O)(=O)c1cccc2ccccc12,7.4
CCN(CCC[NH+]1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccccc1,7.4
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)[O-])n2cccnc12)C(=O)C1CC1,3.7
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)[O-])c2ccccc12)C(=O)C1CC1,2.8
CCN(N)CC,7.63
CCN([O-])CC,5.62
CCN(c1ccccc1)C(C)(C)C,8.02
CCN1CNS(=O)(=O)c2cc(Cl)ccc21,9.33
CCN=S1(=O)NC(=O)c2ccccc21,6.9
CCNC(=O)C1CCCC[NH2+]1,8.6
CCNC(=O)CS,8.14
CCNC(=O)[C@H]1C[C@@](F)(c2ccc(C[NH+]3CCCC3)c(F)c2)C1,9.2
CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.86
CCNC(=O)c1nc(OC)cc(N(C)C)n1,2.9
CCNC(=S)OC(C)C,11.52
CCNN,7.95
CCNN(C)C,6.58
CCNN(C)CC,6.81
CCNN(CC)CC,7.08
CCNNC,7.5
CCNNCC,7.66
CCNc1cc(-c2nc(N)n[nH]2)ccn1,4.485
CCNc1ccc(C)cc1,5.72
CCNc1cccc2ccccc12,4.19
CCNc1ccccc1,5.29
CCNc1ccccc1C,4.92
CCNc1ncnc2c1cnn2C,4.24
CCNc1nn[n-]n1,6.12
CCOC(=O)/C=C(/C)O,9.51
CCOC(=O)C(C)[NH3+],7.8
CCOC(=O)C(Cc1ccc(C)cc1)=C(C)O,11.88
CCOC(=O)C(Cc1cccc(C)c1)=C(C)O,11.87
CCOC(=O)C(Cc1ccccc1)=C(C)O,11.81
CCOC(=O)C(N=O)=C(C)O,7.2
CCOC(=O)C([NH3+])CC,7.71
CCOC(=O)C([NH3+])CC(C)C,7.63
CCOC(=O)C1(c2ccccc2)CCN(CC(F)(F)F)CC1,3.13
CCOC(=O)C1(c2ccccc2)CCN(CC(F)F)CC1,5.23
CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1,9.125
CCOC(=O)C1(c2ccccc2)CC[NH+](CC)CC1,9.03
CCOC(=O)C1(c2ccccc2)CC[NH+](CCF)CC1,7.43
CCOC(=O)C1C(C[NH+]2CCOC[C@H]2C(=O)[O-])=NC(c2nccs2)=N[C@H]1c1cccc(F)c1Cl,5.7
CCOC(=O)C1C2c3ccccc3C(c3ccccc32)C1[NH+](C)C,7.48
CCOC(=O)C1CC2CC[NH+]1CC2,8.8
CCOC(=O)C1CCc2nc3c(ccn4ccnc34)cc2C1,4.08
CCOC(=O)C1C[NH+]2CCC1CC2,9.64
CCOC(=O)C=C(C)O,10.66
CCOC(=O)CC(C(=O)OCC)n1ccnc1,6.02
CCOC(=O)CC(CC(=O)OCC)n1ccnc1,6.45
CCOC(=O)CC([NH2+]C)c1ccccc1,8.23
CCOC(=O)CC(c1ccccc1)[NH+](C)C,7.66
CCOC(=O)CCCCC[NH3+],10.37
CCOC(=O)CCCC[NH3+],10.15
CCOC(=O)CCC[NH3+],9.71
CCOC(=O)CCCc1ccccn1,5.32
CCOC(=O)CC[NH+](C)C,8.6
CCOC(=O)CC[NH3+],9.13
CCOC(=O)C[C@H]([NH3+])c1ccccc1,8.32
CCOC(=O)C[NH3+],7.74
CCOC(=O)Cc1ccccn1,4.25
CCOC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CC[NH2+]C1,9.6
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.58
CCOC(=O)N1CC[NH+](C)CC1,7.31
CCOC(=O)N1CC[NH+](Cc2nc(-c3cccc(Cl)c3)no2)CC1,3.4
CCOC(=O)N1CC[NH+](Cc2nnc(-c3cc(Cl)ccc3F)o2)CC1,3.5
CCOC(=O)N1CC[NH+](Cc2nnc(-c3cccc(Cl)c3)o2)CC1,3.5
CCOC(=O)N1CC[NH+](Cc2noc(-c3cc(Cl)ccc3F)n2)CC1,4.0
CCOC(=O)N1CC[NH2+]CC1,8.28
CCOC(=O)N1CCc2[nH]oc(=O)c2CC1,4.7
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CC[NH+]1CCOCC1)c1ccccc1S2,6.4
CCOC(=O)Nc1ccnc(N2CCc3ccccc3C2)c1,6.4
CCOC(=O)Nc1nnc(-c2ccccc2)s1,8.2
CCOC(=O)[C@@H]([NH3+])CC(C)C,7.63
CCOC(=O)[C@@H]([NH3+])CCC(=O)NCCSC(=O)C(C)(C)C,8.9
CCOC(=O)[C@@H]([NH3+])CCC(=O)NCCSC(=O)c1ccccc1,8.85
CCOC(=O)[C@@H]([NH3+])CCC(=O)NCCSC(C)=O,8.94
CCOC(=O)[C@H](C)[NH3+],7.8
CCOC(=O)c1c(O)nnn1C,5.54
CCOC(=O)c1c(O)nnn1Cc1ccccc1,5.38
CCOC(=O)c1c[nH]c2ccccc2c1=O,9.62
CCOC(=O)c1cc(-c2ccccc2)nnc1NCC[NH+]1CCOCC1,6.67
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,3.4
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,3.6
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)CC2)nc1C,4.6
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,4.6
CCOC(=O)c1cc2cc(F)c([O-])c(F)c2oc1=O,3.8
CCOC(=O)c1ccc(CC[NH3+])cc1,9.58
CCOC(=O)c1ccc(N)cc1,2.526667
CCOC(=O)c1ccc(O)cc1,8.82
CCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.22
CCOC(=O)c1cccc(O)c1,9.05
CCOC(=O)c1ccccc1NC(=O)C1=C(O)C(=O)N(C)C1,6.49
CCOC(=O)c1cccnc1,3.2
CCOC(=O)c1cn(C)[nH]c1=O,6.71
CCOC(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,6.35
CCOC(=O)c1cnc2cc3c(cc2c1OCC)OCO3,4.09
CCOC(=O)c1cnc2ccccc2c1OCC,3.88
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,4.5
CCOC(=O)c1n[nH]n(C)c1=O,6.21
CCOC(=O)c1n[nH]n(Cc2ccccc2)c1=O,6.22
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,6.2
CCOC(=O)c1nn(C)[nH]c1=O,5.14
CCOC(=O)c1nn(Cc2ccccc2)[nH]c1=O,5.14
CCOC(=O)c1s/c(=N/c2ccc3oc(=O)ccc3c2)n(CC)c1C,7.44
CCOC(=S)[N-]C(=O)c1ccccc1,7.46
CCOC(C)=N,7.15
CCOCC(=O)[O-],3.61
CCOCCN(C)c1ccccc1,4.8
CCOCCNc1ccc(C)cc1,4.6
CCOCCNc1ccc(Cl)cc1,3.28
CCOCCNc1ccc(OC)cc1,4.99
CCOCCNc1cccc(C)c1,4.24
CCOCCNc1cccc(OC)c1,3.67
CCOCCNc1ccccc1,4.04
CCOO,11.8
CCOP(=O)(C[NH+]1CCOCC1)OCC,4.0
CCOP(=O)(OCC)C(C)([NH3+])CCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5.13
CCOP(=O)(OCC)C1(C)CCC[NH2+]1,7.01
CCOP(=O)(OCC)c1ccc(-c2cc(=O)o[nH]2)o1,3.23
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6C[NH+](CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,8.4
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6C[NH2+]C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,10.7
CCO[C@H]1C[C@@H]1C(=O)[O-],4.46
CCO[C@H]1C[C@H]1C(=O)[O-],4.83
CCOc1c(C#N)cnc2ccccc12,3.18
CCOc1cc(C)nc(-n2[nH]c(C)cc2=O)n1,7.35
CCOc1cc(C[NH+]2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F,7.72
CCOc1cc(C[NH+]2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)cc(OC2CCOCC2)c1,7.55
CCOc1cc(C[NH+]2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,8.1
CCOc1cc(C[NH+]2CCC(Nc3nc4ccccc4o3)CC2)cc(OC2CCOCC2)c1,7.76
CCOc1cc(C[NH+]2CCC(Nc3nc4ccccc4o3)CC2)ccc1Cl,7.63
CCOc1cc(C[NH+]2CCC(Nc3nc4ccccc4o3)CC2)ccc1F,7.79
CCOc1cc(C[NH+]2CCC(Nc3nc4ccccc4o3)CC2)ccc1OC,8.3
CCOc1ccc(-c2ccc(CCC[NH+](C)C)cc2)cc1,9.82
CCOc1ccc(/[NH+]=C/N(C)C)cc1,9.24
CCOc1ccc(C(=O)[O-])c(C)c1,4.54
CCOc1ccc(C(=O)[O-])cc1,4.64
CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1,3.46
CCOc1ccc(C)c(C(=O)[O-])c1,3.86
CCOc1ccc(N)cc1,5.25
CCOc1ccc(NC(=O)c2cn3c(C)c(C)nc3c3c2CCC(c2ccccc2)O3)cc1,6.57
CCOc1ccc(O)cc1,10.23
CCOc1ccc2[nH+]c(/C=C/C=C/c3ccccc3)cc(N)c2c1,9.5
CCOc1ccc2[nH+]c(/C=C/c3ccccc3)cc(N)c2c1,9.5
CCOc1ccc2[nH+]c3c(c(N4CCOCC4)c2c1)CCC3,7.11
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,8.03
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,2.7
CCOc1ccc2nc(C(C)C)[nH]c2c1,6.17
CCOc1ccc2nc(C)[nH]c2c1,6.22
CCOc1ccc2nc(CC(C)C)[nH]c2c1,6.07
CCOc1ccc2nc(CC)[nH]c2c1,6.27
CCOc1ccc2nc[nH]c2c1,5.57
CCOc1cccc(/[NH+]=C/N(C)C)c1,8.87
CCOc1cccc(C(=O)N[C@H]2C[C@@H]3CC[C@H](C2)[NH+]3Cc2ccccc2)c1OC,8.78
CCOc1cccc(C(=O)[O-])c1,4.17
CCOc1cccc(C(=O)[O-])c1C,3.73
CCOc1cccc(C(=O)c2ccc3n2CCC3C(=O)[O-])c1,3.46
CCOc1cccc(C)c1C(=O)[O-],3.51
CCOc1cccc(N)c1,4.15
CCOc1ccccc1/C=C/C(=O)[O-],4.68
CCOc1ccccc1/C=C\C(=O)[O-],4.35
CCOc1ccccc1C(=O)[O-],4.18
CCOc1ccccc1N,4.51
CCOc1ccccc1Nc1c2ccccc2nc2ccccc12,7.85
CCOc1ccccn1,3.47
CCOc1ccnc(=O)[nH]1,10.7
CCOc1nccc(=O)[nH]1,8.2
CCOc1noc2c1C[NH+](C)CC2,6.6
CCOc1noc2c1C[NH2+]CC2,7.6
CCS(=O)(=O)c1cc(OC)c(OC)c(C(=O)N[C@H]2C[C@@H]3CC[C@H](C2)[NH+]3Cc2ccccc2)c1,8.9
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)C[NH+](C1CCOC1)CC2,5.9
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)C[NH+](C1CCOCC1)CC2,6.9
CCS(=O)[O-],2.27
CCSC(=N)c1ccccc1,6.05
CCSC(C)=N,6.9
CCSC(C)C(=O)[O-],3.8
CCSCC[NH+](CC)CC,9.03
CCSCC[NH3+],9.48
CCS[C@@H]1C(O)C2CC(=O)CC1[NH+]2C,5.15
CC[C@@H](C(=O)[O-])[C@@]1(O)C[C@H]2CC[C@@H]1C2,4.26
CC[C@@H](C)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3.7
CC[C@@H](C[C@H]1COC(N)=[NH+]1)c1ccccc1,8.98
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,6.99
CC[C@@H]1C(=O)OC[C@H]1Cc1cncn1C,7.17
CC[C@H](C(=O)[O-])[C@@]1(O)C[C@H]2CC[C@@H]1C2,4.07
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,4.7
CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCC[NH2+]2)cc(S(C)(=O)=O)n1,9.4
CC[C@H](NC(=O)c1cc(F)ccc1NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1,3.8
CC[C@H](NC(=O)c1cc(OC)ccc1NS(=O)(=O)c1ccc(C)cc1)c1ccccc1,7.5
CC[C@H](NC(=O)c1ccccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,4.0
CC[C@H]1C[NH+]2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1CC=O,8.11
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C\[C@]2(C)O[C@H]2[C@@H]1C,8.79
CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O,6.9
CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O,7.3
CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC(F)F)cc3)ccc2NC1=O,7.9
CC[C@]1(O)C[C@@H](C)[NH2+][C@@H]2CCCC[C@H]21,10.31
CC[C@]1(O)C[C@@H](C)[NH2+][C@H]2CCCC[C@@H]21,9.71
CC[C@]1(O)C[C@H](C)[NH2+][C@@H]2CCCC[C@H]21,10.05
CC[C@]1(c2ccccc2)NC(=O)NC1=O,8.5
CC[C@]12CCC[NH+]3CC[C@@]4(c5cccc(OC)c5N(C(C)=O)[C@H]4CC1)[C@@H]32,7.57
CC[C@]12CCC[NH+]3CCc4c(n(c5ccccc45)CC1)[C@@H]32,6.9
CC[N+](C)(C)C1CN(c2cc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)C1,6.46
CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(C#N)cc1,6.72
CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(Cl)cc1,7.17
CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(F)cc1,7.31
CC[N+](C)(CC)CCSC(N=O)C(=O)c1ccc(OC)cc1,7.7
CC[N+]([O-])(CC)CC,5.13
CC[NH+](C(C)C)C(C)C,11.44
CC[NH+](C)C,10.125
CC[NH+](C)CC,10.39
CC[NH+](C)CCCNC(=O)CN=O,9.345
CC[NH+](C)Cc1no[n+]([O-])c1C#N,5.79
CC[NH+](CC)/N=C(\C)N,10.6
CC[NH+](CC)C(C)(C)C=O,8.3
