SMILES,InChI,logS,source
C(=O)(NCC(=O)NCC(=O)O)CNC(=O)N,"InChI=1S/C7H12N4O5/c8-7(16)11-2-5(13)9-1-4(12)10-3-6(14)15/h1-3H2,(H,9,13)(H,10,12)(H,14,15)(H3,8,11,16)",-1.349,ONES
c1(ccc(cc1)O)CC(C(=O)NCC(=O)NCC(=O)O)N,"InChI=1S/C13H17N3O5/c14-10(5-8-1-3-9(17)4-2-8)13(21)16-6-11(18)15-7-12(19)20/h1-4,10,17H,5-7,14H2,(H,15,18)(H,16,21)(H,19,20)",-1.469,ONES
C(C(=O)NC(C(C)C)C(=O)O)(NC(=O)C(NC(=O)CN)C)CC(C)C,"InChI=1S/C16H30N4O5/c1-8(2)6-11(15(23)20-13(9(3)4)16(24)25)19-14(22)10(5)18-12(21)7-17/h8-11,13H,6-7,17H2,1-5H3,(H,18,21)(H,19,22)(H,20,23)(H,24,25)",-2.127,ONES
c21c(c[nH]c1cccc2)CC(C(=O)NC(C(=O)O)CC(C)C)N,"InChI=1S/C17H23N3O3/c1-10(2)7-15(17(22)23)20-16(21)13(18)8-11-9-19-14-6-4-3-5-12(11)14/h3-6,9-10,13,15,19H,7-8,18H2,1-2H3,(H,20,21)(H,22,23)",-1.76,ONES
c21c(c[nH]c1cccc2)CC(C(=O)NCC(=O)O)N,"InChI=1S/C13H15N3O3/c14-10(13(19)16-7-12(17)18)5-8-6-15-11-4-2-1-3-9(8)11/h1-4,6,10,15H,5,7,14H2,(H,16,19)(H,17,18)",-0.845,ONES
C(NC(=O)C(Cc1ccc(cc1)O)N)(C(=O)O)CC(C)C,"InChI=1S/C15H22N2O4/c1-9(2)7-13(15(20)21)17-14(19)12(16)8-10-3-5-11(18)6-4-10/h3-6,9,12-13,18H,7-8,16H2,1-2H3,(H,17,19)(H,20,21)",-2.069,ONES
c1(ccc(cc1)O)CC(C(=O)NCC(=O)O)N,"InChI=1S/C11H14N2O4/c12-9(11(17)13-6-10(15)16)5-7-1-3-8(14)4-2-7/h1-4,9,14H,5-6,12H2,(H,13,17)(H,15,16)",-1.0959999999999999,ONES
c1(ccc(cc1)NC(=O)c2c(cccc2)C(=O)O)S(=O)(=O)NC(=O)C,"InChI=1S/C16H14N2O6S/c1-10(19)18-25(23,24)12-8-6-11(7-9-12)17-15(20)13-4-2-3-5-14(13)16(21)22/h2-9H,1H3,(H,17,20)(H,18,19)(H,21,22)",-2.517,ONES
c21n(cnc1cnc(n2)N)CCC(CO)CO,"InChI=1S/C10H15N5O2/c11-10-12-3-8-9(14-10)15(6-13-8)2-1-7(4-16)5-17/h3,6-7,16-17H,1-2,4-5H2,(H2,11,12,14)",-0.29600000000000004,ONES
c1(c(cccc1)C(=O)O)C(=O)OCCOC(=O)c2c(cccc2)C(=O)O,"InChI=1S/C18H14O8/c19-15(20)11-5-1-3-7-13(11)17(23)25-9-10-26-18(24)14-8-4-2-6-12(14)16(21)22/h1-8H,9-10H2,(H,19,20)(H,21,22)",-2.825,ONES
c1(cc(ccc1)OCCO)OCCO,"InChI=1S/C10H14O4/c11-4-6-13-9-2-1-3-10(8-9)14-7-5-12/h1-3,8,11-12H,4-7H2",-1.018,ONES
c1(ccc(cc1)OCCO)OCCO,"InChI=1S/C10H14O4/c11-5-7-13-9-1-2-10(4-3-9)14-8-6-12/h1-4,11-12H,5-8H2",-1.229,ONES
c1(c(sc(n1)-c2ccccc2)CC(=O)O)-c3ccc(cc3)Cl,"InChI=1S/C17H12ClNO2S/c18-13-8-6-11(7-9-13)16-14(10-15(20)21)22-17(19-16)12-4-2-1-3-5-12/h1-9H,10H2,(H,20,21)",-4.96599998,ONES
Clc1ccc(cc1)C2CCC(CC2)C4=C(C(=O)c3c(cccc3)C4=O)O,"InChI=1S/C22H19ClO3/c23-16-11-9-14(10-12-16)13-5-7-15(8-6-13)19-20(24)17-3-1-2-4-18(17)21(25)22(19)26/h1-4,9-13,15,26H,5-8H2",-5.929999835,ONES
CC(C(=O)O)N1C(=O)C(NC1=O)Cc2ccc(cc2)OC,"InChI=1S/C14H16N2O5/c1-8(13(18)19)16-12(17)11(15-14(16)20)7-9-3-5-10(21-2)6-4-9/h3-6,8,11H,7H2,1-2H3,(H,15,20)(H,18,19)",-0.862,ONES
P(=O)(Cc1ccc(cc1)-c2sc3c(n2)cccc3)(OCC)OCC,"InChI=1S/C18H20NO3PS/c1-3-21-23(20,22-4-2)13-14-9-11-15(12-10-14)18-19-16-7-5-6-8-17(16)24-18/h5-12H,3-4,13H2,1-2H3",-4.001999999,ONES
c31c(cc2c(c1)ccn2CC(=O)O)ncnc3Nc4cc(ccc4)Br,"InChI=1S/C18H13BrN4O2/c19-12-2-1-3-13(7-12)22-18-14-6-11-4-5-23(9-17(24)25)16(11)8-15(14)20-10-21-18/h1-8,10H,9H2,(H,24,25)(H,20,21,22)",-1.9580000000000002,ONES
Clc1cc3c(cc1)Sc2c(cccc2)N3CCCN4CCN(CC4)CCOC(=O)C,"InChI=1S/C23H28ClN3O2S/c1-18(28)29-16-15-26-13-11-25(12-14-26)9-4-10-27-20-5-2-3-6-22(20)30-23-8-7-19(24)17-21(23)27/h2-3,5-8,17H,4,9-16H2,1H3",-4.700000003,ONES
FC(F)(F)c1cc3c(cc1)Sc2c(cccc2)N3CCCN4CCN(CC4)CCO,"InChI=1S/C22H26F3N3OS/c23-22(24,25)17-6-7-21-19(16-17)28(18-4-1-2-5-20(18)30-21)9-3-8-26-10-12-27(13-11-26)14-15-29/h1-2,4-7,16,29H,3,8-15H2",-4.150000003,ONES
c1(ccccc1)C(C(=O)O)NCCCCCNC(c2ccccc2)C(=O)O,"InChI=1S/C21H26N2O4/c24-20(25)18(16-10-4-1-5-11-16)22-14-8-3-9-15-23-19(21(26)27)17-12-6-2-7-13-17/h1-2,4-7,10-13,18-19,22-23H,3,8-9,14-15H2,(H,24,25)(H,26,27)",-2.022,ONES
C(SCC(=O)O)(SCC(=O)O)SCC(=O)O,"InChI=1S/C7H10O6S3/c8-4(9)1-14-7(15-2-5(10)11)16-3-6(12)13/h7H,1-3H2,(H,8,9)(H,10,11)(H,12,13)",-1.419,ONES
c1(c(cccc1)O)N=C(CC(=O)C)C,"InChI=1S/C11H13NO2/c1-8(7-9(2)13)12-10-5-3-4-6-11(10)14/h3-6,14H,7H2,1-2H3",-3.553,ONES
c21c(c[nH]c1cccc2)CC(NC(=O)C)C(=O)O,"InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)",-2.31,ONES
c1(cc(c(cc1)Cl)Cl)SCC(C(=O)O)NC(=O)C,"InChI=1S/C11H11Cl2NO3S/c1-6(15)14-10(11(16)17)5-18-7-2-3-8(12)9(13)4-7/h2-4,10H,5H2,1H3,(H,14,15)(H,16,17)",-2.885,ONES
C(Cc1ccc(cc1)O)(C(=O)O)NC(=O)C,"InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)",0.009000000000000001,ONES
C(C(CC)C)(NC(=O)C)C(=O)O,"InChI=1S/C8H15NO3/c1-4-5(2)7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)",-0.685,ONES
C(C(=O)O)(Cc1ccccc1)NC(=O)C,"InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)",-1.4069999999999998,ONES
C(C(=O)O)(NC(=O)C)CC(C)C,"InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)",-1.126,ONES
C(NC(=O)C)(C(=O)O)CCSC,"InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)",0.032,ONES
C(C(=O)O)(NC(=O)C)CCCC,"InChI=1S/C8H15NO3/c1-3-4-5-7(8(11)12)9-6(2)10/h7H,3-5H2,1-2H3,(H,9,10)(H,11,12)",-0.68,ONES
C(NC(=O)C)(C(=O)O)CCC(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)",-0.711,ONES
C(c1ccc(cc1)O)(C(=O)O)N,"InChI=1S/C8H9NO3/c9-7(8(11)12)5-1-3-6(10)4-2-5/h1-4,7,10H,9H2,(H,11,12)",-0.5329999999999999,ONES
c1(ccccc1)C(C(=O)NC(c2ccccc2)C)N,"InChI=1S/C16H18N2O/c1-12(13-8-4-2-5-9-13)18-16(19)15(17)14-10-6-3-7-11-14/h2-12,15H,17H2,1H3,(H,18,19)",-1.6580000000000001,ONES
C(C(=O)O)(CSSCC(C(=O)O)N)N,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)",-3.305,ONES
C(C(=O)O)(CSCC(C(=O)O)N)N,"InChI=1S/C6H12N2O4S/c7-3(5(9)10)1-13-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)",-2.555,ONES
c1(n(cnc1)C)CC(C(=O)O)N,"InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)",0.075,ONES
Ic1c(c(cc(c1)CC(N)C(=O)O)I)O,"InChI=1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)",-2.86,ONES
C(C(=O)O)(CSCCSCC(C(=O)O)N)N,"InChI=1S/C8H16N2O4S2/c9-5(7(11)12)3-15-1-2-16-4-6(10)8(13)14/h5-6H,1-4,9-10H2,(H,11,12)(H,13,14)",-2.846,ONES
C(C(=O)O)(CSCCCSCC(C(=O)O)N)N,"InChI=1S/C9H18N2O4S2/c10-6(8(12)13)4-16-2-1-3-17-5-7(11)9(14)15/h6-7H,1-5,10-11H2,(H,12,13)(H,14,15)",-2.494,ONES
C(C(=O)O)(CSCCCCSCC(C(=O)O)N)N,"InChI=1S/C10H20N2O4S2/c11-7(9(13)14)5-17-3-1-2-4-18-6-8(12)10(15)16/h7-8H,1-6,11-12H2,(H,13,14)(H,15,16)",-3.6239999989999996,ONES
Ic1c(c(cc(c1)CC(N)C(=O)O)I)Oc2cc(c(cc2)O)I,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)",-5.21999999,ONES
C(C(=O)O)(CSCCCCCSCC(C(=O)O)N)N,"InChI=1S/C11H22N2O4S2/c12-8(10(14)15)6-18-4-2-1-3-5-19-7-9(13)11(16)17/h8-9H,1-7,12-13H2,(H,14,15)(H,16,17)",-2.909,ONES
C(C(=O)O)(CSCCCCCCSCC(C(=O)O)N)N,"InChI=1S/C12H24N2O4S2/c13-9(11(15)16)7-19-5-3-1-2-4-6-20-8-10(14)12(17)18/h9-10H,1-8,13-14H2,(H,15,16)(H,17,18)",-2.7680000000000002,ONES
C(C(=O)O)(CCSSCCC(C(=O)O)N)N,"InChI=1S/C8H16N2O4S2/c9-5(7(11)12)1-3-15-16-4-2-6(10)8(13)14/h5-6H,1-4,9-10H2,(H,11,12)(H,13,14)",-3.1239999999999997,ONES
Brc1cc(C(=O)O)c(N)cc1,"InChI=1S/C7H6BrNO2/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3H,9H2,(H,10,11)",-3.0743,ONES
c21c(c(ccc1c(ccc2)O)N)S(=O)(=O)O,"InChI=1S/C10H9NO4S/c11-8-5-4-6-7(2-1-3-9(6)12)10(8)16(13,14)15/h1-5,12H,11H2,(H,13,14,15)",-2.057,ONES
C2(c1c(cccc1)-c3c2cccc3)COC(=O)NCCCCC(C(=O)O)N,"InChI=1S/C21H24N2O4/c22-19(20(24)25)11-5-6-12-23-21(26)27-13-18-16-9-3-1-7-14(16)15-8-2-4-10-17(15)18/h1-4,7-10,18-19H,5-6,11-13,22H2,(H,23,26)(H,24,25)",-2.997,ONES
Nc3cc1c(cc2c(c1)cccc2)cc3,"InChI=1S/C14H11N/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,15H2",-5.1699999839999995,ONES
Nc1c(cccc1)C(=O)O,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",-1.52,ONES
Nc1c(cccc1)O,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",-0.72,ONES
s1c(ncc1)N,"InChI=1S/C3H4N2S/c4-3-5-1-2-6-3/h1-2H,(H2,4,5)",-0.36,ONES
BrC(CC)(CC)C(=O)NC(=O)N,"InChI=1S/C7H13BrN2O2/c1-3-7(8,4-2)5(11)10-6(9)12/h3-4H2,1-2H3,(H3,9,10,11,12)",-2.68,ONES
Brc1cc2c(cc1)cccc2,InChI=1S/C10H7Br/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,-4.400000001,ONES
BrC(C)C,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3",-1.59,ONES
CC(C)Br,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3",-1.59,ONES
OC(CC)C,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.43,ONES
CC(CC)O,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.43,ONES
O=C(CC)C,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",0.52,ONES
O=C(CC)C,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",0.52,ONES
O=CC=CC,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",0.32,ONES
O=CC=CC,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",0.32,ONES
O=CC=CC,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",0.32,ONES
c1(c(cc(cc1)[N+](=O)[O-])N)OCCCC,"InChI=1S/C10H14N2O3/c1-2-3-6-15-10-5-4-8(12(13)14)7-9(10)11/h4-5,7H,2-3,6,11H2,1H3",-3.818,ONES
O(CCO)CCCC,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",-0.42,ONES
C(COCCCC)O,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",-0.42,ONES
c1(ccccc1)CCCC,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",-3.890000001,ONES
c1(ccccc1)CCCC,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",-3.890000001,ONES
c1(c(cc(c(c1)C(C)C)O)C)C(=O)CCl,"InChI=1S/C12H15ClO2/c1-7(2)9-5-10(12(15)6-13)8(3)4-11(9)14/h4-5,7,14H,6H2,1-3H3",-2.577,ONES
Clc1cc3c(cc1)Sc2c(cccc2)N3CCCN4CCN(CC4)C,"InChI=1S/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3",-4.400000001,ONES
ClC(CC)(C)C,"InChI=1S/C5H11Cl/c1-4-5(2,3)6/h4H2,1-3H3",-2.51,ONES
CC(CC)(C)Cl,"InChI=1S/C5H11Cl/c1-4-5(2,3)6/h4H2,1-3H3",-2.51,ONES
c1cc(ccc1/N=N/c2ccc(c(c2)Cl)C(=O)O)O,"InChI=1S/C13H9ClN2O3/c14-12-7-9(3-6-11(12)13(18)19)16-15-8-1-4-10(17)5-2-8/h1-7,17H,(H,18,19)/b16-15+",-2.6180000000000003,ONES
c1cc(ncc1CCl)Cl,"InChI=1S/C6H5Cl2N/c7-3-5-1-2-6(8)9-4-5/h1-2,4H,3H2",-1.8341505230000001,ONES
O=C(O)c1cc(ccc1Cl)[N+]([O-])=O,"InChI=1S/C7H4ClNO4/c8-6-2-1-4(9(12)13)3-5(6)7(10)11/h1-3H,(H,10,11)",-1.7481104680000001,ONES
ClC(Cl)(Cl)c1nc(ccc1)Cl,"InChI=1S/C6H3Cl4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",-3.76,ONES
c1cc(c(c(c1)Cl)C(=O)O)/N=N/c2ccc(cc2)O,"InChI=1S/C13H9ClN2O3/c14-10-2-1-3-11(12(10)13(18)19)16-15-8-4-6-9(17)7-5-8/h1-7,17H,(H,18,19)/b16-15+",-2.995,ONES
c21c(ccc(c1)Cl)NC(=O)C3N(C2=O)CCC3,"InChI=1S/C12H11ClN2O2/c13-7-3-4-9-8(6-7)12(17)15-5-1-2-10(15)11(16)14-9/h3-4,6,10H,1-2,5H2,(H,14,16)",-4.698999993,ONES
Clc1cc3c(cc1)-c2c(cccc2)C3(O)C(=O)O,"InChI=1S/C14H9ClO3/c15-8-5-6-10-9-3-1-2-4-11(9)14(18,13(16)17)12(10)7-8/h1-7,18H,(H,16,17)",-4.179999999,ONES
ClCC(=O)N(C(COC)C)c1c(cccc1C)CC,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",-2.73,ONES
ClCC(=O)N(C(C)C)c1ccccc1,"InChI=1S/C11H14ClNO/c1-9(2)13(11(14)8-12)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",-2.48,ONES
ClCC(=O)N,"InChI=1S/C2H4ClNO/c3-1-2(4)5/h1H2,(H2,4,5)",-0.02,ONES
ClCC(O)=O,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",0.9580692670000001,ONES
ClCC(=O)O,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",0.93,ONES
ClCC#N,InChI=1S/C2H2ClN/c3-1-2-4/h1H2,-0.09,ONES
c21c(c3c(nc1ccc(c2)Cl)cccc3)N,"InChI=1S/C13H9ClN2/c14-8-5-6-12-10(7-8)13(15)9-3-1-2-4-11(9)16-12/h1-7H,(H2,15,16)",-2.424,ONES
Clc1c(cccc1)N,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",-1.52,ONES
COc1ccccc1Cl,"InChI=1S/C7H7ClO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",-2.46,ONES
COc1ccccc1Cl,"InChI=1S/C7H7ClO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",-2.46,ONES
Clc1c(cccc1)C(=O)O,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",-1.89,ONES
ClC(CC)C,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3",-1.96,ONES
CC(CC)Cl,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3",-1.96,ONES
c31c(cc(cc1)Cl)Oc2c(cccc2)O3,InChI=1S/C12H7ClO2/c13-8-5-6-11-12(7-8)15-10-4-2-1-3-9(10)14-11/h1-7H,-5.8699999620000005,ONES
O(c1c(cccc1)Cl)c2ccccc2,InChI=1S/C12H9ClO/c13-11-8-4-5-9-12(11)14-10-6-2-1-3-7-10/h1-9H,-4.7800000019999995,ONES
Clc1cc2c(cc1)cccc2,InChI=1S/C10H7Cl/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,-4.14,ONES
ClC(CCC)C,"InChI=1S/C5H11Cl/c1-3-4-5(2)6/h5H,3-4H2,1-2H3",-2.63,ONES
CC(CCC)Cl,"InChI=1S/C5H11Cl/c1-3-4-5(2)6/h5H,3-4H2,1-2H3",-2.63,ONES
Clc1c(cccc1)O,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",-1.06,ONES
ClC(=C)CSC(=S)N(CC)CC,"InChI=1S/C8H14ClNS2/c1-4-10(5-2)8(11)12-6-7(3)9/h3-6H2,1-2H3",-3.39,ONES
ClC(C)C,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",-1.41,ONES
CC(C)Cl,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",-1.41,ONES
Cc1ccccc1Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-3.52,ONES
Cc1ccccc1Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-3.52,ONES
NC(=NC#N)N,"InChI=1S/C2H4N4/c3-1-6-2(4)5/h(H4,4,5,6)",-0.31,ONES
O=C(CCCCCCCC)C,"InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3",-3.31,ONES
c1(ccc(cc1)NC(=O)C)C(=O)OCCN(CC)CC,"InChI=1S/C15H22N2O3/c1-4-17(5-2)10-11-20-15(19)13-6-8-14(9-7-13)16-12(3)18/h6-9H,4-5,10-11H2,1-3H3,(H,16,18)",-1.645,ONES
c1(ccc(cc1)N)C(=O)OCC(N(CC)CC)C,"InChI=1S/C14H22N2O2/c1-4-16(5-2)11(3)10-18-14(17)12-6-8-13(15)9-7-12/h6-9,11H,4-5,10,15H2,1-3H3",-2.384,ONES
c1(c(cc(cc1)[N+](=O)[O-])N)OCC,"InChI=1S/C8H10N2O3/c1-2-13-8-4-3-6(10(11)12)5-7(8)9/h3-5H,2,9H2,1H3",-3.2110000000000003,ONES
c1(c(cccc1)OCC)C(=O)N(c2ccccc2)O,"InChI=1S/C15H15NO3/c1-2-19-14-11-7-6-10-13(14)15(17)16(18)12-8-4-3-5-9-12/h3-11,18H,2H2,1H3",-3.3689999999999998,ONES
C(SC(=S)OCC)(CC(=O)O)C(=O)O,"InChI=1S/C7H10O5S2/c1-2-12-7(13)14-4(6(10)11)3-5(8)9/h4H,2-3H2,1H3,(H,8,9)(H,10,11)",-1.186,ONES
n1c(cccc1)CC,"InChI=1S/C7H9N/c1-2-7-5-3-4-6-8-7/h3-6H,2H2,1H3",0.51,ONES
OCC(CC)CC,"InChI=1S/C6H14O/c1-3-6(4-2)5-7/h6-7H,3-5H2,1-2H3",-1.17,ONES
C(C(CC)CC)O,"InChI=1S/C6H14O/c1-3-6(4-2)5-7/h6-7H,3-5H2,1-2H3",-1.17,ONES
OCC(CCCC)CC,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",-2.11,ONES
C(C(CCCC)CC)O,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",-2.11,ONES
OC(C(CO)CC)CCC,"InChI=1S/C8H18O2/c1-3-5-8(10)7(4-2)6-9/h7-10H,3-6H2,1-2H3",-0.54,ONES
O=CC(=CCCC)CC,"InChI=1S/C8H14O/c1-3-5-6-8(4-2)7-9/h6-7H,3-5H2,1-2H3",-2.46,ONES
N1C(=O)C(CCC1=O)(CC)c2ccccc2,"InChI=1S/C13H15NO2/c1-2-13(10-6-4-3-5-7-10)9-8-11(15)14-12(13)16/h3-7H,2,8-9H2,1H3,(H,14,15,16)",-2.34,ONES
CC(C)(O)CC,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",0.08,ONES
OC(CC)(C)C,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",0.08,ONES
CCC(CC)(Cc1ccc(cc1)C)C(=O)NO,"InChI=1S/C14H21NO2/c1-4-14(5-2,13(16)15-17)10-12-8-6-11(3)7-9-12/h6-9,17H,4-5,10H2,1-3H3,(H,15,16)",-3.346,ONES
C(C)c3cc1c(cc2c(c1)cccc2)cc3,"InChI=1S/C16H14/c1-2-12-7-8-15-10-13-5-3-4-6-14(13)11-16(15)9-12/h3-11H,2H2,1H3",-6.889999849,ONES
O=CC(CC)CC,"InChI=1S/C6H12O/c1-3-6(4-2)5-7/h5-6H,3-4H2,1-2H3",-1.52,ONES
N(S(=O)(=O)N)C(=O)OCC(CC)CC,"InChI=1S/C7H16N2O4S/c1-3-6(4-2)5-13-7(10)9-14(8,11)12/h6H,3-5H2,1-2H3,(H,9,10)(H2,8,11,12)",-1.749,ONES
OC(=O)C(CC)CC,"InChI=1S/C6H12O2/c1-3-5(4-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)",-0.81,ONES
O=CC(CCCC)CC,"InChI=1S/C8H16O/c1-3-5-6-8(4-2)7-9/h7-8H,3-6H2,1-2H3",-2.13,ONES
N(S(=O)(=O)N)C(=O)OCC(CCCC)CC,"InChI=1S/C9H20N2O4S/c1-3-5-6-8(4-2)7-15-9(12)11-16(10,13)14/h8H,3-7H2,1-2H3,(H,11,12)(H2,10,13,14)",-2.4019999999999997,ONES
NCC(CCCC)CC,"InChI=1S/C8H19N/c1-3-5-6-8(4-2)7-9/h8H,3-7,9H2,1-2H3",-1.71,ONES
C(C)c1cc2c(cc1)cccc2,"InChI=1S/C12H12/c1-2-10-7-8-11-5-3-4-6-12(11)9-10/h3-9H,2H2,1H3",-4.290000003,ONES
C(OC(=S)SCC)(CC(=O)O)C(=O)O,"InChI=1S/C7H10O5S2/c1-2-14-7(13)12-4(6(10)11)3-5(8)9/h4H,2-3H2,1H3,(H,8,9)(H,10,11)",-1.286,ONES
s1c(ccc1)CC,"InChI=1S/C6H8S/c1-2-6-4-3-5-7-6/h3-5H,2H2,1H3",-2.59,ONES
c1ccc2c(c1)c(c3cc(ccc3n2)F)N,"InChI=1S/C13H9FN2/c14-8-5-6-12-10(7-8)13(15)9-3-1-2-4-11(9)16-12/h1-7H,(H2,15,16)",-2.396,ONES
c1([nH]c2c(n1)cccc2)-c3occc3,"InChI=1S/C11H8N2O/c1-2-5-9-8(4-1)12-11(13-9)10-6-3-7-14-10/h1-7H,(H,12,13)",-3.487,ONES
O=C(O)[C@@H](N)CS(=O)(=O)O,"InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/t2-/m0/s1",-0.49485002200000006,ONES
O=C(O)[C@@H](N)CS(=O)(=O)O,"InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/t2-/m0/s1",-0.48,ONES
OC(CCCCC)C,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",-1.55,ONES
CC(CCCCC)O,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",-1.55,ONES
O=C(C)CCCCC,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",-1.42,ONES
O=C(C)CCCCC,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",-1.42,ONES
OC(CCCC)C,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",-0.89,ONES
CC(CCCC)O,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",-0.89,ONES
O=C(CCCC)C,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",-0.8,ONES
O=C(CCCC)C,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",-0.8,ONES
