SMILES,InChI,logS,source
CCCCCCO,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",-1.24,adme
O=C(C(N1)=O)C(NC1=O)=O,"InChI=1S/C4H2N2O4/c7-1-2(8)5-4(10)6-3(1)9/h(H2,5,6,8,9,10)",-1.25,adme
CC(C)(C)C(C)(O)CC,"InChI=1S/C8H18O/c1-6-8(5,9)7(2,3)4/h9H,6H2,1-5H3",-1.27,adme
CC(c1ccccc1)=O,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",-1.28,adme
CC(c1cc(N)ccc1)=O,"InChI=1S/C8H9NO/c1-6(10)7-3-2-4-8(9)5-7/h2-5H,9H2,1H3",-1.28,adme
CCCC(OCC)=O,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3",-1.28,adme
CC(Cl)Cl,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",-1.29,adme
CC(Nc1ccc(OC)cc1)=O,"InChI=1S/C9H11NO2/c1-7(11)10-8-3-5-9(12-2)6-4-8/h3-6H,1-2H3,(H,10,11)",-1.3,adme
c1(cccn2)c2cccc1,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,-1.3,adme
CCCCCC=O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",-1.3,adme
BrCCCl,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,-1.32,adme
CC(Nc1ccccc1)=O,"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)",-1.33,adme
CC(CCC(C)C)=O,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",-1.33,adme
CCc(cccc1)c1O,"InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3",-1.36,adme
CCCCC(OC)=O,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3",-1.36,adme
N=C(N)NN(=O)=O,"InChI=1S/CH4N4O2/c2-1(3)4-5(6)7/h(H4,2,3,4)",-1.37,adme
Clc1cc(N)ccc1,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2",-1.37,adme
OCCCc1ccccc1,"InChI=1S/C9H12O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2",-1.38,adme
CC(O)CCC(C)C,"InChI=1S/C7H16O/c1-6(2)4-5-7(3)8/h6-8H,4-5H2,1-3H3",-1.38,adme
O=C(C(CC)(CC)C(N1)=O)NC1=O,"InChI=1S/C8H12N2O3/c1-3-8(4-2)5(11)9-7(13)10-6(8)12/h3-4H2,1-2H3,(H2,9,10,11,12,13)",-1.39,adme
Cc1cc(C)cc(O)c1,"InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3",-1.4,adme
O=C(c(cc1)ccc1N)OCCN(CC)CC,"InChI=1S/C13H20N2O2/c1-3-15(4-2)9-10-17-13(16)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3",-1.4,adme
CC(Nc(cccc1)c1Cl)=O,"InChI=1S/C8H8ClNO/c1-6(11)10-8-5-3-2-4-7(8)9/h2-5H,1H3,(H,10,11)",-1.4,adme
CCCC(O)CCC,"InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3",-1.4,adme
O=C(O)CCc1ccccc1,"InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)",-1.41,adme
CC(CCCCC)=O,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",-1.42,adme
c1(c2ncccc2)ccccn1,InChI=1S/C10H8N2/c1-3-7-11-9(5-1)10-6-2-4-8-12-10/h1-8H,-1.42,adme
Cc(c(O)ccc1)c1C,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",-1.43,adme
CCCCNCCCC,"InChI=1S/C8H19N/c1-3-5-7-9-8-6-4-2/h9H,3-8H2,1-2H3",-1.44,adme
c1cccs1,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,-1.45,adme
c1(ccnc2)c2cccc1,InChI=1S/C9H7N/c1-2-4-9-7-10-6-5-8(9)3-1/h1-7H,-1.45,adme
O=C(O)c1cscc1,"InChI=1S/C5H4O2S/c6-5(7)4-1-2-8-3-4/h1-3H,(H,6,7)",-1.47,adme
ClCCC,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3",-1.47,adme
ClC(Cl)CCl,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",-1.48,adme
O=Cc1ccc(OC)cc1,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",-1.49,adme
S(=O)(=O)(CCCl)CCCl,"InChI=1S/C4H8Cl2O2S/c5-1-3-9(7,8)4-2-6/h1-4H2",-1.5,adme
O=C(O)CNC(N)=N,"InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)",-1.51,adme
c1(cccc2)c2[nH]cc1,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",-1.52,adme
OCC(C)(C)CCC,"InChI=1S/C7H16O/c1-4-5-7(2,3)6-8/h8H,4-6H2,1-3H3",-1.52,adme
OC(c1ccccc1N)=O,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",-1.52,adme
OC(C=C4)C2C5(C4C(N(C)CC5)C3)c1c3ccc(OC)c1O2,"InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3-6,11-13,17,20H,7-9H2,1-2H3",-1.52,adme
NCc1ccccc1,"InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2",-1.53,adme
c1(c2ccncc2)ccncc1,InChI=1S/C10H8N2/c1-5-11-6-2-9(1)10-3-7-12-8-4-10/h1-8H,-1.54,adme
Oc1cc(C)ccc1C,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",-1.54,adme
OCCCC(C)(C)C,"InChI=1S/C7H16O/c1-7(2,3)5-4-6-8/h8H,4-6H2,1-3H3",-1.55,adme
OC(c1ccccc1)=O,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",-1.55,adme
CN1CCCCC1C(Nc2c(C)cccc2C)=O,"InChI=1S/C15H22N2O/c1-11-7-6-8-12(2)14(11)16-15(18)13-9-4-5-10-17(13)3/h6-8,13H,4-5,9-10H2,1-3H3,(H,16,18)",-1.55,adme
CSc1nc(ncnc2)c2nc1,"InChI=1S/C7H6N4S/c1-12-6-3-9-5-2-8-4-10-7(5)11-6/h2-4H,1H3",-1.55,adme
Clc(cc(Cl)cc1)c1O,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",-1.55,adme
CCCCCC(O)C,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",-1.55,adme
CCCCC(=O)CC(=O)C,"InChI=1S/C8H14O2/c1-3-4-5-8(10)6-7(2)9/h3-6H2,1-2H3",-1.56,adme
Oc1c(OC)cc(CC=C)cc1,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",-1.56,adme
CN2C(NC(N1)=C(C2=O)NC1=O)=O,"InChI=1S/C6H6N4O3/c1-10-4(11)2-3(9-6(10)13)8-5(12)7-2/h1H3,(H,9,13)(H2,7,8,12)",-1.56,adme
Cc(cc(O)cc1)c1Cl,"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3",-1.57,adme
CNC(Oc1c(C2OCCO2)cccc1)=O,"InChI=1S/C11H13NO4/c1-12-11(13)16-9-5-3-2-4-8(9)10-14-6-7-15-10/h2-5,10H,6-7H2,1H3,(H,12,13)",-1.57,adme
CC(Nc(cc1)ccc1C=O)=O,"InChI=1S/C9H9NO2/c1-7(12)10-9-4-2-8(6-11)3-5-9/h2-6H,1H3,(H,10,12)",-1.58,adme
O=C(c1ccc(N)cc1)OC,"InChI=1S/C8H9NO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,9H2,1H3",-1.59,adme
C1(c2ccccc2)CO1,"InChI=1S/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2",-1.6,adme
CC(Cl)CCl,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",-1.6,adme
O=C(CC(C)=O)CC(C)C,"InChI=1S/C8H14O2/c1-6(2)4-8(10)5-7(3)9/h6H,4-5H2,1-3H3",-1.6,adme
Cc1c(N(C(C(OC)=O)C)C(COC)=O)c(C)ccc1,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3",-1.6,adme
FC(F)(F)c1c(C(O)=O)cccc1,"InChI=1S/C8H5F3O2/c9-8(10,11)6-4-2-1-3-5(6)7(12)13/h1-4H,(H,12,13)",-1.6,adme
OCC(C)CC(C)C,"InChI=1S/C7H16O/c1-6(2)4-7(3)5-8/h6-8H,4-5H2,1-3H3",-1.6,adme
O=C(Nc1ccccc1)N(C)C,"InChI=1S/C9H12N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h3-7H,1-2H3,(H,10,12)",-1.6,adme
NS(=O)(c(cc1)ccc1NC(C)=O)=O,"InChI=1S/C8H10N2O3S/c1-6(11)10-7-2-4-8(5-3-7)14(9,12)13/h2-5H,1H3,(H,10,11)(H2,9,12,13)",-1.61,adme
OC(C2OC(C)=O)CNC2Cc1ccc(OC)cc1,"InChI=1S/C14H19NO4/c1-9(16)19-14-12(15-8-13(14)17)7-10-3-5-11(18-2)6-4-10/h3-6,12-15,17H,7-8H2,1-2H3",-1.61,adme
CNC(ON=C(C(C)(C)C)CSC)=O,"InChI=1S/C9H18N2O2S/c1-9(2,3)7(6-14-5)11-13-8(12)10-4/h6H2,1-5H3,(H,10,12)",-1.62,adme
O=C(N(CC=C)CC=C)C(Cl)Cl,"InChI=1S/C8H11Cl2NO/c1-3-5-11(6-4-2)8(12)7(9)10/h3-4,7H,1-2,5-6H2",-1.62,adme
ClCCCCl,InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,-1.62,adme
CCCOCCC,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",-1.62,adme
O=Cc1cc(OCO2)c2cc1,"InChI=1S/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2",-1.63,adme
c1ccccc1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,-1.64,adme
C=C(Cl)Cl,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,-1.64,adme
O=S(c1ccccc1C2=O)(N2)=O,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)",-1.64,adme
CC2(CC1)CCC1C(O2)(C)C,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3",-1.64,adme
O=C(N1)NC(C(CCCC)(CC)C1=O)=O,"InChI=1S/C10H16N2O3/c1-3-5-6-10(4-2)7(13)11-9(15)12-8(10)14/h3-6H2,1-2H3,(H2,11,12,13,14,15)",-1.64,adme
Clc1ccc(N)cc1,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",-1.66,adme
CC(COC(N)=O)(CCC)COC(N)=O,"InChI=1S/C9H18N2O4/c1-3-4-9(2,5-14-7(10)12)6-15-8(11)13/h3-6H2,1-2H3,(H2,10,12)(H2,11,13)",-1.67,adme
CC(OC1CCCCC1)=O,"InChI=1S/C8H14O2/c1-7(9)10-8-5-3-2-4-6-8/h8H,2-6H2,1H3",-1.67,adme
O=N(=O)c1cc(C(O)=O)ccc1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",-1.68,adme
BrCCBr,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,-1.68,adme
O=C(O)c1c(OC)c(Cl)ccc1Cl,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",-1.7,adme
CCNc1ccccc1,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",-1.7,adme
CCCCCCC=O,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",-1.7,adme
FC(F)(F)C(Cl)Br,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",-1.71,adme
O=C(N1)NC(C(C(C)C)(CC=C)C1=O)=O,"InChI=1S/C10H14N2O3/c1-4-5-10(6(2)3)7(13)11-9(15)12-8(10)14/h4,6H,1,5H2,2-3H3,(H2,11,12,13,14,15)",-1.71,adme
CC(O)(C)CCCCC,"InChI=1S/C8H18O/c1-4-5-6-7-8(2,3)9/h9H,4-7H2,1-3H3",-1.72,adme
CC(O)C(C)CCCC,"InChI=1S/C8H18O/c1-4-5-6-7(2)8(3)9/h7-9H,4-6H2,1-3H3",-1.72,adme
BrCCC,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",-1.73,adme
Oc1ccccc1N(=O)=O,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",-1.74,adme
ClC(Cl)C(Cl)Cl,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,-1.74,adme
NS(=O)(c1ccc(C)cc1)=O,"InChI=1S/C7H9NO2S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)",-1.74,adme
CCCCC(OCC)=O,"InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3",-1.75,adme
CSc2ncc1nccnc1n2,"InChI=1S/C7H6N4S/c1-12-7-10-4-5-6(11-7)9-3-2-8-5/h2-4H,1H3",-1.76,adme
NC(c(cccc1)c1O)=O,"InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)",-1.76,adme
Cc1c(NC(CN(CC)CC)=O)c(C)ccc1,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",-1.76,adme
CC=CC=CC(O)=O,"InChI=1S/C6H8O2/c1-2-3-4-5-6(7)8/h2-5H,1H3,(H,7,8)",-1.77,adme
NC(Nc1ccccc1)=S,"InChI=1S/C7H8N2S/c8-7(10)9-6-4-2-1-3-5-6/h1-5H,(H3,8,9,10)",-1.77,adme
O=C(CS1)NC1=S,"InChI=1S/C3H3NOS2/c5-2-1-7-3(6)4-2/h1H2,(H,4,5,6)",-1.77,adme
Oc1ccc(C(OC)=O)cc1,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-1.78,adme
O=C(OCCC)c1cc(O)c(O)c(O)c1,"InChI=1S/C10H12O5/c1-2-3-15-10(14)6-4-7(11)9(13)8(12)5-6/h4-5,11-13H,2-3H2,1H3",-1.78,adme
CC(Nc(cc1)ccc1F)=O,"InChI=1S/C8H8FNO/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,1H3,(H,10,11)",-1.78,adme
O=N(=O)c1ccccc1,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,-1.8,adme
O=C(NC)Oc1cc(C)ccc1,"InChI=1S/C9H11NO2/c1-7-4-3-5-8(6-7)12-9(11)10-2/h3-6H,1-2H3,(H,10,11)",-1.8,adme
Fc1ccccc1,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,-1.8,adme
CCCCCCCO,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",-1.81,adme
Oc1ccccc1C(O)=O,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",-1.82,adme
O=C(c1ccccc1)CC,"InChI=1S/C9H10O/c1-2-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",-1.83,adme
CC(N=C1SC(S(N)(=O)=O)=NN1C)=O,"InChI=1S/C5H8N4O3S2/c1-3(10)7-4-9(2)8-5(13-4)14(6,11)12/h1-2H3,(H2,6,11,12)",-1.83,adme
CC15C(O)C=CC2(OC5=O)C1C(C(O)=O)C3(CC4=C)C2CCC4(O)C3,"InChI=1S/C19H22O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h4,6,10-13,20,24H,1,3,5,7-8H2,2H3,(H,21,22)",-1.84,adme
CCCCOCCCC,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",-1.85,adme
COc1ccccc1,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",-1.85,adme
O=C(O)C(CCC)CCC,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",-1.86,adme
O=C(C=C3)CC(C34CC2)(CCN4C)c1c2ccc(OC)c1O,"InChI=1S/C18H21NO3/c1-19-10-9-17-11-13(20)6-8-18(17,19)7-5-12-3-4-14(22-2)16(21)15(12)17/h3-4,6,8,21H,5,7,9-11H2,1-2H3",-1.87,adme
O=C1CC(C)CCC1,"InChI=1S/C7H12O/c1-6-3-2-4-7(8)5-6/h6H,2-5H2,1H3",-1.87,adme
C12CCCCN1CC(C(CCCC4)N4C3)CC23,"InChI=1S/C15H26N2/c1-3-7-16-11-13-9-12(14(16)5-1)10-17-8-4-2-6-15(13)17/h12-15H,1-11H2",-1.89,adme
O=C(OCCCCC)C,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",-1.89,adme
O=C(OCC)C1(c2ccccc2)CCN(C)CC1,"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3",-1.89,adme
COc1c(C2=O)c(CO2)ccc1OC,"InChI=1S/C10H10O4/c1-12-7-4-3-6-5-14-10(11)8(6)9(7)13-2/h3-4H,5H2,1-2H3",-1.89,adme
O=C(O)CCCCCCCC(O)=O,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",-1.89,adme
ClC(Br)(Br),InChI=1S/CHBr2Cl/c2-1(3)4/h1H,-1.9,adme
C(Br)(Br)Br,InChI=1S/CHBr3/c2-1(3)4/h1H,-1.91,adme
CN1C2CCC1CC(OC(C(CO)c3ccccc3)=O)C2,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3",-1.91,adme
CC(Nc(cc1)ccc1OC(C)=O)=O,"InChI=1S/C10H11NO3/c1-7(12)11-9-3-5-10(6-4-9)14-8(2)13/h3-6H,1-2H3,(H,11,12)",-1.91,adme
CCCC(OCCC)=O,"InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",-1.92,adme
O=C(c(c(C=O)ccc1OC)c1OC)O,"InChI=1S/C10H10O5/c1-14-7-4-3-6(5-11)8(10(12)13)9(7)15-2/h3-5H,1-2H3,(H,12,13)",-1.92,adme
NC(OCCCCCC)=O,"InChI=1S/C7H15NO2/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3,(H2,8,9)",-1.92,adme
O=C(CC)Nc1ccccc1,"InChI=1S/C9H11NO/c1-2-9(11)10-8-6-4-3-5-7-8/h3-7H,2H2,1H3,(H,10,11)",-1.92,adme
CC(OCCC(C)C)=O,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",-1.92,adme
O=C(C(NC1=O)=CC(N1)=O)O,"InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)",-1.93,adme
O=S(c1ccc(N)cc1)(Nc2nnc(CC)s2)=O,"InChI=1S/C10H12N4O2S2/c1-2-9-12-13-10(17-9)14-18(15,16)8-5-3-7(11)4-6-8/h3-6H,2,11H2,1H3,(H,13,14)",-1.94,adme
Cc(cc2)cc1c2ccc(C)n1,"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",-1.94,adme
CN(C)c1nc(C)c(C)c(OC(N(C)C)=O)n1,InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,-1.95,adme
COc(cccc1)c1N(=O)=O,"InChI=1S/C7H7NO3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3",-1.96,adme
O=C(O)C=Cc1c[nH]cn1,"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)",-1.96,adme
CC(Cl)CC,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3",-1.96,adme
Nc1ccccc1N(=O)=O,"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2",-1.96,adme
C1=CCC=CC1,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",-1.97,adme
Oc(cc2)cc1c2CCCC1,"InChI=1S/C10H12O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h5-7,11H,1-4H2",-1.99,adme
CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",-2.0,adme
Cc1ccccc1S(N)(=O)=O,"InChI=1S/C7H9NO2S/c1-6-4-2-3-5-7(6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)",-2.02,adme
ClCCCC,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",-2.03,adme
CC(CCCCCC)=O,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",-2.05,adme
O=C(NC)Oc(cccc1)c1OC(C)C,"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)",-2.05,adme
O=S(c1ccc(C(C)=O)cc1)(NC(NC2CCCCC2)=O)=O,"InChI=1S/C15H20N2O4S/c1-11(18)12-7-9-14(10-8-12)22(20,21)17-15(19)16-13-5-3-2-4-6-13/h7-10,13H,2-6H2,1H3,(H2,16,17,19)",-2.06,adme
C=C(C(O)=O)c1ccccc1,"InChI=1S/C9H8O2/c1-7(9(10)11)8-5-3-2-4-6-8/h2-6H,1H2,(H,10,11)",-2.06,adme
CC1=CCC(C(C)=C)CC1=O,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3",-2.06,adme
O=C(c(cccc1)c1C)O,"InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)",-2.06,adme
c1ccc2C(O)N3CCC(O)C3=Nc2c1,"InChI=1S/C11H12N2O2/c14-9-5-6-13-10(9)12-8-4-2-1-3-7(8)11(13)15/h1-4,9,11,14-15H,5-6H2",-2.07,adme
OC(Cc1c[nH]c2c1cccc2)=O,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)",-2.07,adme
CC(c1cc(O)c(C)cc1)C,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",-2.08,adme
CC(Nc1cc(C)ccc1)=O,"InChI=1S/C9H11NO/c1-7-4-3-5-9(6-7)10-8(2)11/h3-6H,1-2H3,(H,10,11)",-2.09,adme
O=C(N(C)C)Oc1cc(C)nn1c2ccccc2,"InChI=1S/C13H15N3O2/c1-10-9-12(18-13(17)15(2)3)16(14-10)11-7-5-4-6-8-11/h4-9H,1-3H3",-2.09,adme
CC(I)C,"InChI=1S/C3H7I/c1-3(2)4/h3H,1-2H3",-2.09,adme
C=CCC=C,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",-2.09,adme
CC(O)CCCCCC,"InChI=1S/C8H18O/c1-3-4-5-6-7-8(2)9/h8-9H,3-7H2,1-2H3",-2.09,adme
O=C(C5)N(C4C2(CC7)C(N7C6)CC3C6=CCOC5C34)c1c2cc(OC)c(OC)c1,"InChI=1S/C23H26N2O4/c1-27-16-8-14-15(9-17(16)28-2)25-20(26)10-18-21-13-7-19-23(14,22(21)25)4-5-24(19)11-12(13)3-6-29-18/h3,8-9,13,18-19,21-22H,4-7,10-11H2,1-2H3",-2.09,adme
OCc(c(Cl)ccc1)c1Cl,"InChI=1S/C7H6Cl2O/c8-6-2-1-3-7(9)5(6)4-10/h1-3,10H,4H2",-2.1,adme
OCC(CC)CCCC,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",-2.11,adme
OC(c1ccccc1C(O)=O)=O,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)",-2.11,adme
CN1C2CCC1CC(OC(C(CO)c3ccccc3)=O)C2,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3",-2.12,adme
Sc1ccccc1,"InChI=1S/C6H6S/c7-6-4-2-1-3-5-6/h1-5,7H",-2.12,adme
Nc1ncnc2c1nc[nH]2,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",-2.12,adme
CN(CN(C)CS1)C1=S,"InChI=1S/C5H10N2S2/c1-6-3-7(2)5(8)9-4-6/h3-4H2,1-2H3",-2.13,adme
O=C(c1cc(C)ccc1)O,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)",-2.14,adme
O=C1NCCN1C(NCC(C)C)=O,"InChI=1S/C8H15N3O2/c1-6(2)5-10-8(13)11-4-3-9-7(11)12/h6H,3-5H2,1-2H3,(H,9,12)(H,10,13)",-2.15,adme
C1=CC=CC=CC1,"InChI=1S/C7H8/c1-2-4-6-7-5-3-1/h1-6H,7H2",-2.15,adme
O=C(O)COc(cccc1)c1Cl,"InChI=1S/C8H7ClO3/c9-6-3-1-2-4-7(6)12-5-8(10)11/h1-4H,5H2,(H,10,11)",-2.16,adme
Oc(cc2)cc1c2nccc1,"InChI=1S/C9H7NO/c11-8-3-4-9-7(6-8)2-1-5-10-9/h1-6,11H",-2.16,adme
O=C(N1)NC(C(C2=CCCCC2)(CC)C1=O)=O,"InChI=1S/C12H16N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h6H,2-5,7H2,1H3,(H2,13,14,15,16,17)",-2.17,adme
