SMILES,InChI,logS,source
Clc1ccc(cc1)c2ccccc2Cl ,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,-5.28,Delaney
Clc1ccc(cc1)c2ccccc2Cl ,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,-5.25,Delaney
Oc1c(Cl)cccc1Cl,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",-1.79,Delaney
Cc1ccc2cc(C)ccc2c1,"InChI=1S/C12H12/c1-9-3-5-12-8-10(2)4-6-11(12)7-9/h3-8H,1-2H3",-4.89,Delaney
Cc1cccc(C)c1O,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",-1.29,Delaney
Cc1cccc(C)n1,"InChI=1S/C7H9N/c1-6-4-3-5-7(2)8-6/h3-5H,1-2H3",0.45,Delaney
Cc1c(cccc1N(=O)=O)N(=O)=O,"InChI=1S/C7H6N2O4/c1-5-6(8(10)11)3-2-4-7(5)9(12)13/h2-4H,1H3",-3.0,Delaney
Clc1cccc(Cl)c1c2ccccc2 ,InChI=1S/C12H8Cl2/c13-10-7-4-8-11(14)12(10)9-5-2-1-3-6-9/h1-8H,-5.21,Delaney
c2c(C)cc1nc(C)ccc1c2 ,"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",-1.94,Delaney
Nc3ccc2cc1ccccc1cc2c3 ,"InChI=1S/C14H11N/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,15H2",-5.17,Delaney
c1c(Br)ccc2ccccc12 ,InChI=1S/C10H7Br/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,-4.4,Delaney
Brc1ccc2ccccc2c1,InChI=1S/C10H7Br/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,-4.4,Delaney
CC(C)Br,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3",-1.59,Delaney
Cc1ccccc1Br,"InChI=1S/C7H7Br/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-2.23,Delaney
CCC(=O)C,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",0.52,Delaney
CC=CC=O,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",0.32,Delaney
CCCCOCCO,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",-0.42,Delaney
CCC(C)(C)Cl,"InChI=1S/C5H11Cl/c1-4-5(2,3)6/h4H2,1-3H3",-2.51,Delaney
COc1ccccc1Cl,"InChI=1S/C7H7ClO/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3",-2.46,Delaney
Clc1ccccc1c2ccccc2,InChI=1S/C12H9Cl/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,-4.54,Delaney
CCC(C)Cl,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3",-1.96,Delaney
Clc1ccc2ccccc2c1,InChI=1S/C10H7Cl/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,-4.14,Delaney
Oc1ccccc1Cl,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",-1.06,Delaney
CC(C)Cl,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",-1.41,Delaney
Cc1ccccc1Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",-3.52,Delaney
NC(N)=NC#N ,"InChI=1S/C2H4N4/c3-1-6-2(4)5/h(H4,4,5,6)",-0.31,Delaney
CCCCCCCCC(=O)C,"InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3",-3.3,Delaney
CCc1ccccn1,"InChI=1S/C7H9N/c1-2-7-5-3-4-6-8-7/h3-6H,2H2,1H3",0.51,Delaney
CCC(CC)CO,"InChI=1S/C6H14O/c1-3-6(4-2)5-7/h6-7H,3-5H2,1-2H3",-1.17,Delaney
CCCCC(CC)CO,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",-2.11,Delaney
CCCC=C(CC)C=O,"InChI=1S/C8H14O/c1-3-5-6-8(4-2)7-9/h6-7H,3-5H2,1-2H3",-2.46,Delaney
CCC(CC)C=O,"InChI=1S/C6H12O/c1-3-6(4-2)5-7/h5-6H,3-4H2,1-2H3",-1.52,Delaney
CCCCC(CC)C=O,"InChI=1S/C8H16O/c1-3-5-6-8(4-2)7-9/h7-8H,3-6H2,1-2H3",-2.13,Delaney
CCc1ccc2ccccc2c1,"InChI=1S/C12H12/c1-2-10-7-8-11-5-3-4-6-12(11)9-10/h3-9H,2H2,1H3",-4.29,Delaney
CCc1ccccc1C,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",-3.21,Delaney
CCCCCC(C)O,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",-1.55,Delaney
CCCCCC(=O)C,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",-1.45,Delaney
CCCCC(C)O,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",-0.89,Delaney
CCCCC(=O)C,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",-0.8,Delaney
Oc2ncc1nccnc1n2,"InChI=1S/C6H4N4O/c11-6-9-3-4-5(10-6)8-2-1-7-4/h1-3H,(H,8,9,10,11)",-1.9469999999999998,Delaney
Oc1ccccn1,"InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)",1.02,Delaney
CC(C)I,"InChI=1S/C3H7I/c1-3(2)4/h3H,1-2H3",-2.09,Delaney
CC(C)c1ccccc1C,"InChI=1S/C10H14/c1-8(2)10-7-5-4-6-9(10)3/h4-8H,1-3H3",-3.76,Delaney
COc2ncc1nccnc1n2,"InChI=1S/C7H6N4O/c1-12-7-10-4-5-6(11-7)9-3-2-8-5/h2-4H,1H3",-1.11,Delaney
CC=C(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3",-2.56,Delaney
CC(=C)C=C,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",-2.03,Delaney
CCC(=C)C,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3",-2.73,Delaney
CCCC(=C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3",-3.03,Delaney
CCCCCC(C)(C)O,"InChI=1S/C8H18O/c1-4-5-6-7-8(2,3)9/h9H,4-7H2,1-3H3",-1.72,Delaney
CCCCC(C)(C)O,"InChI=1S/C7H16O/c1-4-5-6-7(2,3)8/h8H,4-6H2,1-3H3",-1.08,Delaney
CCCC(C)(C)O,"InChI=1S/C6H14O/c1-4-5-6(2,3)7/h7H,4-5H2,1-3H3",-0.49,Delaney
CCC(O)C(C)C,"InChI=1S/C6H14O/c1-4-6(7)5(2)3/h5-7H,4H2,1-3H3",-0.7,Delaney
Cc1ccc2cc3ccccc3cc2c1,"InChI=1S/C15H12/c1-11-6-7-14-9-12-4-2-3-5-13(12)10-15(14)8-11/h2-10H,1H3",-6.96,Delaney
CCC(C)(C)O,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",0.15,Delaney
CCC(C)C,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",-3.18,Delaney
CCC(C)CO,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",-0.47,Delaney
CCCCCC(C)C,"InChI=1S/C8H18/c1-4-5-6-7-8(2)3/h8H,4-7H2,1-3H3",-5.08,Delaney
Cc1ccc2ccccc2c1,"InChI=1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3",-3.77,Delaney
CCCC(C)C,"InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3",-3.74,Delaney
CCCC(C)CO,"InChI=1S/C6H14O/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3",-1.11,Delaney
Cc1ccc2c(ccc3ccccc32)c1,"InChI=1S/C15H12/c1-11-6-9-15-13(10-11)8-7-12-4-2-3-5-14(12)15/h2-10H,1H3",-5.84,Delaney
Cc1ccccc1O,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",-0.62,Delaney
CC(C)CO,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",0.1,Delaney
CC(C)C,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",-2.55,Delaney
CC(=C)C,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",-2.33,Delaney
Cc2ncc1nccnc1n2,"InChI=1S/C7H6N4/c1-5-10-4-6-7(11-5)9-3-2-8-6/h2-4H,1H3",-0.12,Delaney
CC1CCCO1,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3",0.11,Delaney
Oc1ccc2ccccc2c1,"InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H",-2.28,Delaney
CC(C)N(=O)=O,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",-0.62,Delaney
CCCCCCCC(C)O,"InChI=1S/C9H20O/c1-3-4-5-6-7-8-9(2)10/h9-10H,3-8H2,1-2H3",-2.74,Delaney
CCCCCCCC(=O)C,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",-2.58,Delaney
CCCCCCC(C)O,"InChI=1S/C8H18O/c1-3-4-5-6-7-8(2)9/h8-9H,3-7H2,1-2H3",-2.09,Delaney
CCCCCCC(=O)C,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",-2.05,Delaney
CCCC(C)O,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",-0.29,Delaney
CCCC(=O)C,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",-0.19,Delaney
OCCOc1ccccc1,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2",-0.7,Delaney
CC(C)O,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",0.43,Delaney
O=C1CCCN1,"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)",1.07,Delaney
CCCCCCCCCC(C)O,"InChI=1S/C11H24O/c1-3-4-5-6-7-8-9-10-11(2)12/h11-12H,3-10H2,1-2H3",-2.94,Delaney
CC(C)(C)CCO,"InChI=1S/C6H14O/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3",-0.5,Delaney
CC(O)C(C)(C)C,"InChI=1S/C6H14O/c1-5(7)6(2,3)4/h5,7H,1-4H3",-0.62,Delaney
CC(=O)C(C)(C)C,"InChI=1S/C6H12O/c1-5(7)6(2,3)4/h1-4H3",-0.72,Delaney
CCC(C)(C)CC,"InChI=1S/C7H16/c1-5-7(3,4)6-2/h5-6H2,1-4H3",-4.23,Delaney
O=N(=O)c1cc(Cl)c(Cl)cc1,InChI=1S/C6H3Cl2NO2/c7-5-2-1-4(9(10)11)3-6(5)8/h1-3H,-3.2,Delaney
Oc1ccc(Cl)c(Cl)c1,"InChI=1S/C6H4Cl2O/c7-5-2-1-4(9)3-6(5)8/h1-3,9H",-1.25,Delaney
Cc1ccc(O)cc1C,"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",-1.38,Delaney
Cc1ccncc1C,"InChI=1S/C7H9N/c1-6-3-4-8-5-7(6)2/h3-5H,1-2H3",0.36,Delaney
Clc1ccc(cc1Cl)c2ccccc2 ,InChI=1S/C12H8Cl2/c13-11-7-6-10(8-12(11)14)9-4-2-1-3-5-9/h1-8H,-6.39,Delaney
Oc1cc(Cl)cc(Cl)c1,"InChI=1S/C6H4Cl2O/c7-4-1-5(8)3-6(9)2-4/h1-3,9H",-1.34,Delaney
Cc1cc(C)cc(O)c1,"InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3",-1.4,Delaney
Cc1cncc(C)c1,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3",0.38,Delaney
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,"InChI=1S/C20H20N2O4/c1-2-9-17(23)26-14-22-18(24)20(21-19(22)25,15-10-5-3-6-11-15)16-12-7-4-8-13-16/h3-8,10-13H,2,9,14H2,1H3,(H,21,25)",-5.071000000000001,Delaney
COc1cccc(Cl)c1,"InChI=1S/C7H7ClO/c1-9-7-4-2-3-6(8)5-7/h2-5H,1H3",-2.78,Delaney
c1c(Cl)cccc1c2ccccc2,InChI=1S/C12H9Cl/c13-12-8-4-7-11(9-12)10-5-2-1-3-6-10/h1-9H,-4.88,Delaney
Oc1cccc(Cl)c1,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H",-0.7,Delaney
ClCCC#N ,InChI=1S/C3H4ClN/c4-2-1-3-5/h1-2H2,-0.29,Delaney
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,"InChI=1S/C18H16N2O4/c1-13(21)24-12-20-16(22)18(19-17(20)23,14-8-4-2-5-9-14)15-10-6-3-7-11-15/h2-11H,12H2,1H3,(H,19,23)",-4.47,Delaney
CCC(O)(CC)CC,"InChI=1S/C7H16O/c1-4-7(8,5-2)6-3/h8H,4-6H2,1-3H3",-0.85,Delaney
CCCCC(O)CC,"InChI=1S/C7H16O/c1-3-5-6-7(8)4-2/h7-8H,3-6H2,1-2H3",-1.47,Delaney
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,"InChI=1S/C23H26N2O4/c1-2-3-4-11-16-20(26)29-17-25-21(27)23(24-22(25)28,18-12-7-5-8-13-18)19-14-9-6-10-15-19/h5-10,12-15H,2-4,11,16-17H2,1H3,(H,24,28)",-6.301,Delaney
CCCC(O)CC,"InChI=1S/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3",-0.8,Delaney
CCCC(=O)CC,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",-0.83,Delaney
O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,"InChI=1S/C22H24N2O4/c1-2-3-6-15-19(25)28-16-24-20(26)22(23-21(24)27,17-11-7-4-8-12-17)18-13-9-5-10-14-18/h4-5,7-14H,2-3,6,15-16H2,1H3,(H,23,27)",-5.886,Delaney
CCC#CCC,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H2,1-2H3",-1.99,Delaney
CC(C)C=C,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3",-2.73,Delaney
CC(C)C(C)O,"InChI=1S/C5H12O/c1-4(2)5(3)6/h4-6H,1-3H3",-0.18,Delaney
CC(C)C(=O)C,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3",-0.12,Delaney
CCC(C)CCO,"InChI=1S/C6H14O/c1-3-6(2)4-5-7/h6-7H,3-5H2,1-2H3",-0.72,Delaney
CCC(C)CCO,"InChI=1S/C6H14O/c1-3-6(2)4-5-7/h6-7H,3-5H2,1-2H3",-0.71,Delaney
CCC(C)C(=O)C,"InChI=1S/C6H12O/c1-4-5(2)6(3)7/h5H,4H2,1-3H3",-0.67,Delaney
CCCCC(C)(O)CC,"InChI=1S/C8H18O/c1-4-6-7-8(3,9)5-2/h9H,4-7H2,1-3H3",-1.6,Delaney
CCCC(C)(O)CC,"InChI=1S/C7H16O/c1-4-6-7(3,8)5-2/h8H,4-6H2,1-3H3",-0.98,Delaney
CCC(C)(O)CC,"InChI=1S/C6H14O/c1-4-6(3,7)5-2/h7H,4-5H2,1-3H3",-0.36,Delaney
CC(C)CCO,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",-0.51,Delaney
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,"InChI=1S/C21H16/c1-13-5-8-17-15(11-13)7-9-18-19-10-6-14-3-2-4-16(21(14)19)12-20(17)18/h2-5,7-9,11-12H,6,10H2,1H3",-7.92,Delaney
CCCCC(C)CC,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3",-5.16,Delaney
Cc1c[nH]c2ccccc12 ,"InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3",-2.42,Delaney
CCC(C)CC,"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",-3.68,Delaney
Cc1cccc(O)c1,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",-0.68,Delaney
CCCCCC(O)CC,"InChI=1S/C8H18O/c1-3-5-6-7-8(9)4-2/h8-9H,3-7H2,1-2H3",-1.98,Delaney
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,"InChI=1S/C24H28N2O4/c1-2-3-4-5-12-17-21(27)30-18-26-22(28)24(25-23(26)29,19-13-8-6-9-14-19)20-15-10-7-11-16-20/h6-11,13-16H,2-5,12,17-18H2,1H3,(H,25,29)",-6.523,Delaney
CCC(O)CC,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",-0.24,Delaney
CCC(=O)CC,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",-0.28,Delaney
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,"InChI=1S/C21H22N2O4/c1-2-3-14-18(24)27-15-23-19(25)21(22-20(23)26,16-10-6-4-7-11-16)17-12-8-5-9-13-17/h4-13H,2-3,14-15H2,1H3,(H,22,26)",-4.678,Delaney
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,"InChI=1S/C19H18N2O4/c1-2-16(22)25-13-21-17(23)19(20-18(21)24,14-9-5-3-6-10-14)15-11-7-4-8-12-15/h3-12H,2,13H2,1H3,(H,20,24)",-4.907,Delaney
Clc1ccc(cc1)c2ccc(Cl)cc2 ,InChI=1S/C12H8Cl2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,-6.56,Delaney
Oc1ccc(Br)cc1,"InChI=1S/C6H5BrO/c7-5-1-3-6(8)4-2-5/h1-4,8H",-1.09,Delaney
Cc1ccc(Br)cc1,"InChI=1S/C7H7Br/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",-3.19,Delaney
COc1ccc(Cl)cc1,"InChI=1S/C7H7ClO/c1-9-7-4-2-6(8)3-5-7/h2-5H,1H3",-2.78,Delaney
Oc1ccc(Cl)cc1,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",-0.7,Delaney
Cc1ccc(Cl)cc1,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",-3.08,Delaney
CCc1ccc(C)cc1,"InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3",-3.11,Delaney
CCCC(O)CCC,"InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3",-1.4,Delaney
CCCC(=O)CCC,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3",-1.3,Delaney
c1(O)cc(O)ccc1CCCCCC,"InChI=1S/C12H18O2/c1-2-3-4-5-6-10-7-8-11(13)9-12(10)14/h7-9,13-14H,2-6H2,1H3",-2.59,Delaney
Oc1ccncc1,"InChI=1S/C5H5NO/c7-5-1-3-6-4-2-5/h1-4H,(H,6,7)",1.02,Delaney
CC(C)c1ccc(C)cc1,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",-3.77,Delaney
COc1ncnc2nccnc12 ,"InChI=1S/C7H6N4O/c1-12-7-5-6(10-4-11-7)9-3-2-8-5/h2-4H,1H3",-1.11,Delaney
CC(C)CC(C)O,"InChI=1S/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3",-0.8,Delaney
CC(C)CC(=O)C,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",-0.74,Delaney
Cc1ccc(cc1)c2ccccc2,"InChI=1S/C13H12/c1-11-7-9-13(10-8-11)12-5-3-2-4-6-12/h2-10H,1H3",-4.62,Delaney
CC(C)CCCO,"InChI=1S/C6H14O/c1-6(2)4-3-5-7/h6-7H,3-5H2,1-2H3",-1.14,Delaney
Cc1ncnc2nccnc12,"InChI=1S/C7H6N4/c1-5-6-7(11-4-10-5)9-3-2-8-6/h2-4H,1H3",-0.466,Delaney
CC(=O)Nc1ccc(cc1)N(=O)=O,"InChI=1S/C8H8N2O3/c1-6(11)9-7-2-4-8(5-3-7)10(12)13/h2-5H,1H3,(H,9,11)",-2.6919999999999997,Delaney
OCCCC=C,"InChI=1S/C5H10O/c1-2-3-4-5-6/h2,6H,1,3-5H2",-0.15,Delaney
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,"InChI=1S/C11H16N2O3/c1-4-11(6-5-7(2)3)8(14)12-10(16)13-9(11)15/h5H,4,6H2,1-3H3,(H2,12,13,14,15,16)",-2.253,Delaney
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,"InChI=1S/C12H18N2O3/c1-7(2)5-6-12(8(3)4)9(15)13-11(17)14-10(12)16/h5,8H,6H2,1-4H3,(H2,13,14,15,16,17)",-2.593,Delaney
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,"InChI=1S/C10H12N2O3/c1-3-5-10(6-4-2)7(13)11-9(15)12-8(10)14/h3-4H,1-2,5-6H2,(H2,11,12,13,14,15)",-2.077,Delaney
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,"InChI=1S/C10H16N2O3/c1-5(2)10(6(3)4)7(13)11-9(15)12-8(10)14/h5-6H,1-4H3,(H2,11,12,13,14,15)",-2.766,Delaney
O=C1NC(=O)NC(=O)C1(C)C,"InChI=1S/C6H8N2O3/c1-6(2)3(9)7-5(11)8-4(6)10/h1-2H3,(H2,7,8,9,10,11)",-1.742,Delaney
Oc2ccc1CCCCc1c2 ,"InChI=1S/C10H12O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h5-7,11H,1-4H2",-1.99,Delaney
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,"InChI=1S/C20H16/c1-13-14(2)20-17-9-4-3-7-15(17)11-12-19(20)18-10-6-5-8-16(13)18/h3-12H,1-2H3",-7.01,Delaney
O=C1NC(=O)NC(=O)C1(CC)CC=C,"InChI=1S/C9H12N2O3/c1-3-5-9(4-2)6(12)10-8(14)11-7(9)13/h3H,1,4-5H2,2H3,(H2,10,11,12,13,14)",-1.614,Delaney
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,"InChI=1S/C10H14N2O3/c1-4-5-10(6(2)3)7(13)11-9(15)12-8(10)14/h4,6H,1,5H2,2-3H3,(H2,11,12,13,14,15)",-1.7080000000000002,Delaney
O=C1NC(=O)NC(=O)C1(C)CC=C,"InChI=1S/C8H10N2O3/c1-3-4-8(2)5(11)9-7(13)10-6(8)12/h3H,1,4H2,2H3,(H2,9,10,11,12,13)",-1.16,Delaney
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,"InChI=1S/C13H12N2O3/c1-2-8-13(9-6-4-3-5-7-9)10(16)14-12(18)15-11(13)17/h2-7H,1,8H2,(H2,14,15,16,17,18)",-2.369,Delaney
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,"InChI=1S/C11H18N2O3/c1-4-11(6-5-7(2)3)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",-2.658,Delaney
O=C1NC(=O)NC(=O)C1(CC)C(C)C,"InChI=1S/C9H14N2O3/c1-4-9(5(2)3)6(12)10-8(14)11-7(9)13/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",-2.148,Delaney
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,"InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)",-2.322,Delaney
Fc1c[nH]c(=O)[nH]c1=O ,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",-1.077,Delaney
Oc1cccc2ncccc12 ,"InChI=1S/C9H7NO/c11-9-5-1-4-8-7(9)3-2-6-10-8/h1-6,11H",-2.54,Delaney
O=C1NC(=O)NC(=O)C1(C)CC,"InChI=1S/C7H10N2O3/c1-3-7(2)4(10)8-6(12)9-5(7)11/h3H2,1-2H3,(H2,8,9,10,11,12)",-1.228,Delaney
c1cccc2c3c(C)cc4ccccc4c3ccc12,"InChI=1S/C19H14/c1-13-12-15-7-3-4-8-16(15)18-11-10-14-6-2-5-9-17(14)19(13)18/h2-12H,1H3",-6.59,Delaney
Nc1c(C)c[nH]c(=O)n1 ,"InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)",-1.4580000000000002,Delaney
CCCCC(=O)CCCC,"InChI=1S/C9H18O/c1-3-5-7-9(10)8-6-4-2/h3-8H2,1-2H3",-2.58,Delaney
Nc3cc2c1ccccc1ccc2c4ccccc34 ,"InChI=1S/C18H13N/c19-18-11-17-13-6-2-1-5-12(13)9-10-15(17)14-7-3-4-8-16(14)18/h1-11H,19H2",-6.2,Delaney
Oc2ccc1ncccc1c2 ,"InChI=1S/C9H7NO/c11-8-3-4-9-7(6-8)2-1-5-10-9/h1-6,11H",-2.16,Delaney
COc2cnc1ncncc1n2,"InChI=1S/C7H6N4O/c1-12-6-3-9-7-5(11-6)2-8-4-10-7/h2-4H,1H3",-1.139,Delaney
Cc1cc2c3ccccc3ccc2c4ccccc14,"InChI=1S/C19H14/c1-13-12-19-16-8-3-2-6-14(16)10-11-18(19)17-9-5-4-7-15(13)17/h2-12H,1H3",-6.57,Delaney
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,"InChI=1S/C20H16/c1-13-16-8-5-6-9-17(16)14(2)20-18(13)12-11-15-7-3-4-10-19(15)20/h3-12H,1-2H3",-7.02,Delaney
COc2cnc1cncnc1n2,"InChI=1S/C7H6N4O/c1-12-6-3-9-5-2-8-4-10-7(5)11-6/h2-4H,1H3",-0.91,Delaney
Cc2cnc1cncnc1n2,"InChI=1S/C7H6N4/c1-5-2-9-6-3-8-4-10-7(6)11-5/h2-4H,1H3",-0.8540000000000001,Delaney
Oc1cccc2cccnc12 ,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H",-2.42,Delaney
Cc1c2ccccc2c(C)c3ccccc13,"InChI=1S/C16H14/c1-11-13-7-3-5-9-15(13)12(2)16-10-6-4-8-14(11)16/h3-10H,1-2H3",-6.57,Delaney
c3ccc2c(O)c1ccccc1cc2c3 ,"InChI=1S/C14H10O/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9,15H",-4.73,Delaney
