FileHandle,Smiles,SoluteName,Formula,Subset,Charge,Level1,Level2,Level3,Solvent,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea
0062dio,C1COCCO1,"1,4-dioxane",H8C4O2,[g],0,2,3,0,tetrahydrothiophenedioxide,-4.9,abs,43.9622,1.4833,0,0.88,87.49,0,0,0.7744,97.289,20.715,65.452,12.801,0,0,0,0,0,0,0,0,28.312,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.316
0062dio,C1COCCO1,"1,4-dioxane",H8C4O2,[g],0,2,3,0,toluene,-4.91,abs,2.2322,1.4909,0,0.19,38.34,0.36,0,0.0361,97.289,20.715,65.452,12.801,0,0,0,0,0,0,0,0,28.312,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.316
0062dio,C1COCCO1,"1,4-dioxane",H8C4O2,[g],0,2,3,0,triethylamine,-4.41,abs,2.3832,1.401,0,0.79,29.1,0,0,0.6241,97.289,20.715,65.452,12.801,0,0,0,0,0,0,0,0,28.312,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.316
0062dio,C1COCCO1,"1,4-dioxane",H8C4O2,[a],0,2,3,0,water,-5.05,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,97.289,20.715,65.452,12.801,0,0,0,0,0,0,0,0,28.312,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.316
0062dio,C1COCCO1,"1,4-dioxane",H8C4O2,[g],0,2,3,0,xylene,-4.86,abs,2.3879,1.4995,0,0.16,41.38,0.5625,0,0.0256,97.289,20.715,65.452,12.801,0,0,0,0,0,0,0,0,28.312,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.316
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,2methylpyridine,-4.52,abs,9.9533,1.4957,0,0.58,47.5,0.509796,0,0.3364,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,aceticacid,-4.8,abs,6.2528,1.372,0.61,0.44,39.01,0,0,0.1936,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,acetonitrile,-4.73,abs,35.6881,1.3442,0.07,0.32,41.25,0,0,0.1024,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,acetophenone,-4.39,abs,17.44,1.5372,0,0.48,56.19,0.444889,0,0.2304,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,aniline,-4.87,abs,6.8882,1.5863,0.26,0.41,60.62,0.734449,0,0.1681,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,anisole,-4.43,abs,4.2247,1.5174,0,0.29,50.52,0.5625,0,0.0841,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,benzene,-4.46,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,benzonitrile,-4.58,abs,25.592,1.5289,0,0.33,55.83,0.5625,0,0.1089,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,benzylalcohol,-4.57,abs,12.4569,1.5396,0.33,0.56,52.96,0.5625,0,0.3136,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,bromobenzene,-4.37,abs,5.3954,1.5597,0,0.09,50.72,0.734449,0.020449,0.0081,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,bromoethane,-5.13,abs,9.01,1.4239,0,0.12,34,0,0.110889,0.0144,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,butanol,-4.12,abs,17.3323,1.3993,0.37,0.48,35.88,0,0,0.2304,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,butanone,-4.5,abs,18.2457,1.3788,0,0.51,34.5,0,0,0.2601,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,carbondisulfide,-3.85,abs,2.6105,1.6319,0,0.07,45.45,0,0,0.0049,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,carbontet,-4.09,abs,2.228,1.4601,0,0,38.04,0,0.64,0,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,chlorobenzene,-4.47,abs,5.6968,1.5241,0,0.07,47.48,0.734449,0.020449,0.0049,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,chloroform,-5.43,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,chlorohexane,-4.1,abs,5.9491,1.4199,0,0.1,37.03,0,0.020449,0.01,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,cyclohexane,-3.48,abs,2.0165,1.4266,0,0,35.48,0,0,0,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,cyclohexanone,-4.42,abs,15.6186,1.4507,0,0.56,49.76,0,0,0.3136,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,decane,-3.3,abs,1.9846,1.4102,0,0,33.64,0,0,0,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,dibutylether,-3.78,abs,3.0473,1.3992,0,0.45,35.98,0,0,0.2025,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,diethylether,-4.09,abs,4.24,1.3526,0,0.41,23.96,0,0,0.1681,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,diisopropylether,-3.96,abs,3.38,1.3679,0,0.41,24.86,0,0,0.1681,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,dimethylacetamide,-4.52,abs,37.7807,1.438,0,0.78,47.62,0,0,0.6084,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,dimethylformamide,-4.56,abs,37.219,1.4305,0,0.74,49.56,0,0,0.5476,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,dimethylpyridine,-4.34,abs,7.1735,1.4953,0,0.63,44.64,0.390625,0,0.3969,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,dimethylsulfoxide,-4.23,abs,46.826,1.417,0,0.88,61.78,0,0,0.7744,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,ethanol,-4.32,abs,24.852,1.3611,0.37,0.48,31.62,0,0,0.2304,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,ethoxybenzene,-4.28,abs,4.1797,1.5076,0,0.32,46.65,0.444889,0,0.1024,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,ethylbenzene,-4.12,abs,2.4339,1.4959,0,0.15,41.38,0.5625,0,0.0225,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,fluorobenzene,-4.6,abs,5.42,1.4684,0,0.1,38.37,0.734449,0.020449,0.01,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,heptane,-3.36,abs,1.9113,1.3878,0,0,28.28,0,0,0,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,hexadecane,-3.12,abs,2.0402,1.4345,0,0,38.93,0,0,0,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,hexane,-3.48,abs,5.9491,1.4199,0,0.1,37.03,0,0.020449,0.01,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,iodobenzene,-4.22,abs,4.547,1.62,0,0.12,55.72,0.734449,0,0.0144,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,isooctane,-3.4,abs,1.9358,1.3915,0,0,26.38,0,0,0,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,isopropanol,-4.07,abs,19.2645,1.3776,0.33,0.56,30.13,0,0,0.3136,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,isopropylbenzene,-4.02,abs,2.3712,1.4915,0,0.16,39.85,0.444889,0,0.0256,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,mcresol,-5.98,abs,12.44,1.5438,0.57,0.34,51.37,0.5625,0,0.1156,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,mesitylene,-3.95,abs,2.265,1.4994,0,0.19,39.65,0.444889,0,0.0361,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,methoxyethanol,-4.28,abs,17.2,1.4024,0.3,0.84,44.39,0,0,0.7056,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,methylformamide,-4.34,abs,37.219,1.4305,0,0.74,49.56,0,0,0.5476,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,nitroethane,-4.73,abs,28.2896,1.3917,0.02,0.33,46.25,0,0,0.1089,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,nitromethane,-4.72,abs,36.5623,1.3817,0.06,0.31,52.58,0,0,0.0961,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,nonane,-3.2,abs,1.9605,1.4054,0,0,32.21,0,0,0,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,octane,-3.24,abs,5.0244,1.4524,0,0.12,41.28,0,0.0121,0.0144,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,octanol,-3.78,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,phenylether,-4.08,abs,3.73,1.5787,0,0.2,38.5,0.851929,0,0.04,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,propanol,-4.15,abs,19.2645,1.3776,0.33,0.56,30.13,0,0,0.3136,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,pyridine,-4.61,abs,9.9533,1.4957,0,0.58,47.5,0.509796,0,0.3364,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,tbutylbenzene,-3.94,abs,2.3447,1.4927,0,0.16,39.78,0.36,0,0.0256,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,tetrahydrofuran,-4.54,abs,7.4257,1.405,0,0.48,39.44,0,0,0.2304,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,tetrahydrothiophenedioxide,-4.09,abs,43.9622,1.4833,0,0.88,87.49,0,0,0.7744,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,tetralin,-3.12,abs,2.771,1.5413,0,0.19,47.74,0.36,0,0.0361,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,toluene,-4.27,abs,2.2322,1.4909,0,0.19,38.34,0.36,0,0.0361,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,triethylamine,-3.86,abs,2.3832,1.401,0,0.79,29.1,0,0,0.6241,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,trimethylbenzene,-3.97,abs,2.3653,1.5048,0,0.19,42.03,0.444889,0,0.0361,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[a],0,2,4,2,water,-3.64,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0076but,CCC(=O)C,2-butanone,H8C4O1,[g],0,2,4,2,xylene,-4.23,abs,2.3879,1.4995,0,0.16,41.38,0.5625,0,0.0256,96.603,29.05,65.096,24.549,0,0,0,0,0,0,0,0,22.451,0,0,14.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.104
0119met,c1(ccccn1)C,2-methylpyridine,H7C6N1,[g],0,3,3,1,2methylpyridine,-5.71,abs,9.9533,1.4957,0,0.58,47.5,0.509796,0,0.3364,87.059,60.697,58.819,66.119,0,13.07,0,0,8.805,40.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.826
0119met,c1(ccccn1)C,2-methylpyridine,H7C6N1,[g],0,3,3,1,benzene,-5.86,abs,2.2706,1.5011,0,0.14,40.62,1,0,0.0196,87.059,60.697,58.819,66.119,0,13.07,0,0,8.805,40.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.826
0119met,c1(ccccn1)C,2-methylpyridine,H7C6N1,[g],0,3,3,1,chloroform,-6.98,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,87.059,60.697,58.819,66.119,0,13.07,0,0,8.805,40.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.826
0119met,c1(ccccn1)C,2-methylpyridine,H7C6N1,[g],0,3,3,1,cyclohexane,-5.05,abs,2.0165,1.4266,0,0,35.48,0,0,0,87.059,60.697,58.819,66.119,0,13.07,0,0,8.805,40.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.826
0119met,c1(ccccn1)C,2-methylpyridine,H7C6N1,[g],0,3,3,1,dibutylether,-5.2,abs,3.0473,1.3992,0,0.45,35.98,0,0,0.2025,87.059,60.697,58.819,66.119,0,13.07,0,0,8.805,40.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.826
0119met,c1(ccccn1)C,2-methylpyridine,H7C6N1,[g],0,3,3,1,hexadecane,-4.68,abs,2.0402,1.4345,0,0,38.93,0,0,0,87.059,60.697,58.819,66.119,0,13.07,0,0,8.805,40.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.826
0119met,c1(ccccn1)C,2-methylpyridine,H7C6N1,[g],0,3,3,1,octanol,-6.14,abs,9.8629,1.4295,0.37,0.48,39.01,0,0,0.2304,87.059,60.697,58.819,66.119,0,13.07,0,0,8.805,40.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.826
0119met,c1(ccccn1)C,2-methylpyridine,H7C6N1,[a],0,3,3,1,water,-4.63,abs,78.36,1.3328,0.82,0.35,103.62,0,0,0.1225,87.059,60.697,58.819,66.119,0,13.07,0,0,8.805,40.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.826
0041nap,c1c2c(ccc1)cccc2,naphthalene,H8C10,[g],0,2,1,6,4methyl2pentanone,-7.45,abs,12.8871,1.3962,0,0.51,33.83,0,0,0.2601,98.761,96.028,66.823,135.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.789
0041nap,c1c2c(ccc1)cccc2,naphthalene,H8C10,[g],0,2,1,6,butylacetate,-7.59,abs,4.9941,1.3941,0,0.45,35.81,0,0,0.2025,98.761,96.028,66.823,135.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.789
0041nap,c1c2c(ccc1)cccc2,naphthalene,H8C10,[g],0,2,1,6,carbontet,-7.55,abs,2.228,1.4601,0,0,38.04,0,0.64,0,98.761,96.028,66.823,135.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.789
0041nap,c1c2c(ccc1)cccc2,naphthalene,H8C10,[g],0,2,1,6,chloroform,-7.89,abs,4.7113,1.4459,0.15,0.02,38.39,0,0.5625,0.0004,98.761,96.028,66.823,135.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.789
0041nap,c1c2c(ccc1)cccc2,naphthalene,H8C10,[g],0,2,1,6,cyclohexane,-7.17,abs,2.0165,1.4266,0,0,35.48,0,0,0,98.761,96.028,66.823,135.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.789
0041nap,c1c2c(ccc1)cccc2,naphthalene,H8C10,[g],0,2,1,6,diethylether,-7.25,abs,4.24,1.3526,0,0.41,23.96,0,0,0.1681,98.761,96.028,66.823,135.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.789
0041nap,c1c2c(ccc1)cccc2,naphthalene,H8C10,[g],0,2,1,6,diisopropylether,-7.24,abs,3.38,1.3679,0,0.41,24.86,0,0,0.1681,98.761,96.028,66.823,135.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.789
