"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"10311","N1(=C(N=CC=C1C)N)","CC1=CC=NC(N)=N1","InChI=1S/C5H7N3/c1-4-2-3-7-5(6)8-4/h2-3H,1H3,(H2,6,7,8)","GHCFWKFREBNSPC-UHFFFAOYSA-N","?","20","mean from 2","a/apparent","?","basic",4.2
"17173","ClC=2(C=1(C(=NC=CC=1)C3(=NC=CC=C3(C=2))))","ClC1=CC2=CC=CN=C2C2=NC=CC=C21","InChI=1S/C12H7ClN2/c13-10-7-8-3-1-5-14-11(8)12-9(10)4-2-6-15-12/h1-7H","XDUUQOQFSWSZSM-UHFFFAOYSA-N","?","24","mean from 2","a/apparent","?","basic",4.22
"12070","N2(=C(N)C=1(N=CNC=1N=C2))","NC1=NC=NC2NC=NC=21","InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)","GFFGJBXGBJISGV-UHFFFAOYSA-N","?, ?","23","mean from 6","a1/apparent","?, ?","basic",4.23
"12972","O(C1(=NC=C(N)C=C1))C","COC1C=CC(N)=CN=1","InChI=1S/C6H8N2O/c1-9-6-3-2-5(7)4-8-6/h2-4H,7H2,1H3","UUVDJIWRSIJEBS-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",4.24
"11179","O=CC=1(C=2(C(N=CC=1)=CC=CC=2))","O=CC1=CC=NC2=CC=CC=C21","InChI=1S/C10H7NO/c12-7-8-5-6-11-10-4-2-1-3-9(8)10/h1-7H","MGCGJBXTNWUHQE-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",4.25
"10677","ON=C(NO)CC1(=CC=CC=C1)","ONC(CC1C=CC=CC=1)N=O","InChI=1S/C8H10N2O2/c11-9-8(10-12)6-7-4-2-1-3-5-7/h1-5,8-9,11H,6H2","QQPHKVWUTAHDBS-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",4.25
"14406","NC1(=C(C=CC=C1)CCCC)","CCCCC1C=CC=CC=1N","InChI=1S/C10H15N/c1-2-3-6-9-7-4-5-8-10(9)11/h4-5,7-8H,2-3,6,11H2,1H3","HDVUPIFFKAHPJY-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.26
"10272","OC1(=CC(N)=CC=C1)","NC1C=C(O)C=CC=1","InChI=1S/C6H7NO/c7-5-2-1-3-6(8)4-5/h1-4,8H,7H2","CWLKGDAVCFYWJK-UHFFFAOYSA-N","?","22","mean from 5","a1/apparent","NH3(+)","basic",4.29
"15719","[O-][N+]2(=CC=C(C=CC1(=CC=C(N(C)C)C=C1))C=C2)","CN(C)C1C=CC(C=CC2C=C[N+]([O-])=CC=2)=CC=1","InChI=1S/C15H16N2O/c1-16(2)15-7-5-13(6-8-15)3-4-14-9-11-17(18)12-10-14/h3-12H,1-2H3","ZNBFFDGZGHFAOU-UHFFFAOYSA-N","?","24.85","spectrophotometric","b1/apparent","O-H","basic",4.3
"13333","ClC2(=CC=1(N=C(C(=O)[O-])NC=1C=C2))","OC(=O)C1NC2=CC=C(Cl)C=C2N=1","InChI=1S/C8H5ClN2O2/c9-4-1-2-5-6(3-4)11-7(10-5)8(12)13/h1-3H,(H,10,11)(H,12,13)","NZIHMSYSZRFUQJ-UHFFFAOYSA-N","?","24.9","spectrophotometric","b1/apparent","?","basic",4.3
"13987","N2(=C(NC)C=1(NC=NC=1N=C2))","CNC1=NC=NC2N=CNC1=2","InChI=1S/C6H7N5/c1-7-5-4-6(10-2-8-4)11-3-9-5/h2-3H,1H3,(H2,7,8,9,10,11)","CKOMXBHMKXXTNW-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","basic",4.31
"13979","N2(=C(N)C1(=C(N(C)N=C1)N=C2))","CN1N=CC2C(N)=NC=NC1=2","InChI=1S/C6H7N5/c1-11-6-4(2-10-11)5(7)8-3-9-6/h2-3H,1H3,(H2,7,8,9)","JBMTUXVKTGBMLE-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.32
"16750","O(C3(=C(C=1(N=C2(N=CC=CN2(C=1))))C=CC(=C3)OC))C","COC1=CC(OC)=C(C=C1)C1=CN2C=CC=NC2=N1","InChI=1S/C14H13N3O2/c1-18-10-4-5-11(13(8-10)19-2)12-9-17-7-3-6-15-14(17)16-12/h3-9H,1-2H3","URQBEUJHVRKCNV-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","basic",4.34
"10765","[Br]C1(=CC(=C(N(C)C)C(=C1)C)C)","CC1C=C(Br)C=C(C)C=1N(C)C","InChI=1S/C10H14BrN/c1-7-5-9(11)6-8(2)10(7)12(3)4/h5-6H,1-4H3","NDDKEDQKCHIHMI-UHFFFAOYSA-N","?","23","spectrophotometric","a/apparent","?","basic",4.36
"14417","[Si](C1(=CC=C(N)C=C1))(C)(C)C","C[Si](C)(C)C1C=CC(N)=CC=1","InChI=1S/C9H15NSi/c1-11(2,3)9-6-4-8(10)5-7-9/h4-7H,10H2,1-3H3","XZBZOTJKKCXYPA-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.36
"13362","NC2(=CC=C(C1(=CC=CC=C1))C=C2)","NC1C=CC(=CC=1)C1C=CC=CC=1","InChI=1S/C12H11N/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,13H2","DMVOXQPQNTYEKQ-UHFFFAOYSA-N","?","18","potentiometric","a/apparent","?","basic",4.38
"12525","O=C(O)C=2(C=1(C(=NC=CC=1)C(O)=CC=2))","OC1=CC=C(C2=CC=CN=C12)C(O)=O","InChI=1S/C10H7NO3/c12-8-4-3-7(10(13)14)6-2-1-5-11-9(6)8/h1-5,12H,(H,13,14)","JGRPKOGHYBAVMW-UHFFFAOYSA-N","?, ?","20",,"a1/apparent","?, ?","basic",4.4
"15932","N3(=C(NC1(CCCCC1))C=2(N=CN(C=2N=C3)C4(CCCCC4)))","C1CCCCC1NC1=NC=NC2=C1N=CN2C1CCCCC1","InChI=1S/C17H25N5/c1-3-7-13(8-4-1)21-16-15-17(19-11-18-16)22(12-20-15)14-9-5-2-6-10-14/h11-14H,1-10H2,(H,18,19,21)","XYDDZPBSMFMLHH-UHFFFAOYSA-N","?",,,"a/apparent","?","basic",4.4
"13034","S(C1(=CC=C(N)C=C1))C","CSC1C=CC(N)=CC=1","InChI=1S/C7H9NS/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3","YKFROQCFVXOUPW-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.4
"14467","O(N)CC1(=CC=C(OC)C=C1)","COC1=CC=C(CON)C=C1","InChI=1S/C8H11NO2/c1-10-8-4-2-7(3-5-8)6-11-9/h2-5H,6,9H2,1H3","MVSMBIBGGPSEHQ-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",4.42
"12500","OC(C1(=NC=CC=C1))C2(=CC=CC=C2)","OC(C1C=CC=CN=1)C1C=CC=CC=1","InChI=1S/C12H11NO/c14-12(10-6-2-1-3-7-10)11-8-4-5-9-13-11/h1-9,12,14H","UYESUYBXKHPUDU-UHFFFAOYSA-N","?","23","mean from 3","a1/thermodynamic","prot.","basic",4.44
"10188","NC1(=C(C=CC=C1)C)","CC1C=CC=CC=1N","InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3","RNVCVTLRINQCPJ-UHFFFAOYSA-N","?","23","mean from 9","a1/apparent","?","basic",4.45
"12999","NC1(=C(C=CC(=C1)C)C)","CC1=CC(N)=C(C)C=C1","InChI=1S/C8H11N/c1-6-3-4-7(2)8(9)5-6/h3-5H,9H2,1-2H3","VOWZNBNDMFLQGM-UHFFFAOYSA-N","?","20","mean from 3","b/thermodynamic","?","basic",4.47
"12885","N=1(N(C(C)=C(C=1C)C)C)","CC1=NN(C)C(C)=C1C","InChI=1S/C7H12N2/c1-5-6(2)8-9(4)7(5)3/h1-4H3","DUAZFYUNWBILMU-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",4.48
"16685","NC3(=C(C=2(C=1(C=4(C(C=CC=1CC=2C=C3)=CC=CC=4))))C)","CC1=C(N)C=CC2CC3C=CC4=CC=CC=C4C=3C=21","InChI=1S/C18H15N/c1-11-16(19)9-8-13-10-14-7-6-12-4-2-3-5-15(12)18(14)17(11)13/h2-9H,10,19H2,1H3","ZJPATARUHKUTLF-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","ArNH2","basic",4.49
"15981","S(=O)(=O)([O-])C2(=CC(C(=O)C=C(N1(C=NC=C1))[NH2+]CC)=CC=C2)","CCN=C(CC(=O)C1C=C(C=CC=1)S(O)(=O)=O)N1C=NC=C1","InChI=1S/C14H15N3O4S/c1-2-16-14(17-7-6-15-10-17)9-13(18)11-4-3-5-12(8-11)22(19,20)21/h3-8,10H,2,9H2,1H3,(H,19,20,21)","HLKGZYLQJPJXIF-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",4.5
"11164","OC=2(C1(=NC=CC=C1C(O)=CC=2))","OC1=CC=C(O)C2=CC=CN=C12","InChI=1S/C9H7NO2/c11-7-3-4-8(12)9-6(7)2-1-5-10-9/h1-5,11-12H","FBLZWWDWBRMCSE-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","basic",4.5
"11753","O(C1(=C(N)C=CC=C1))CC","CCOC1C=CC=CC=1N","InChI=1S/C8H11NO/c1-2-10-8-6-4-3-5-7(8)9/h3-6H,2,9H2,1H3","ULHFFAFDSSHFDA-UHFFFAOYSA-N","?","24","mean from 2","a1/apparent","N-H","basic",4.51
"13176","[O-]C1(=[N+](C=CC(=N1)N)C)","C[N+]1=CC=C(N)N=C1O","InChI=1S/C5H7N3O/c1-8-3-2-4(6)7-5(8)9/h2-3H,1H3,(H2,6,7,9)/p+1","HWPZZUQOWRWFDB-UHFFFAOYSA-O","?",,"mean from 2","a/apparent","?","basic",4.52
"11238","N2(=C(N(C)C)C1(=C(NN=C1)N=C2))","CN(C)C1=NC=NC2NN=CC=21","InChI=1S/C7H9N5/c1-12(2)7-5-3-10-11-6(5)8-4-9-7/h3-4H,1-2H3,(H,8,9,10,11)","QWQODLSLHIZPTE-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",4.53
"14362","O=NC1(=CC=C(N(C)C)C=C1)","CN(C)C1C=CC(=CC=1)N=O","InChI=1S/C8H10N2O/c1-10(2)8-5-3-7(9-11)4-6-8/h3-6H,1-2H3","CMEWLCATCRTSGF-UHFFFAOYSA-N","?","25","spectrophotometric","a/thermodynamic","?","basic",4.54
"13178","[O-]C1(=[NH+]C=CC(=N1)NC)","CNC1C=CN=C(O)N=1","InChI=1S/C5H7N3O/c1-6-4-2-3-7-5(9)8-4/h2-3H,1H3,(H2,6,7,8,9)","PJKKQFAEFWCNAQ-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",4.55
"14129","N#CCCN(CCC#N)CC","CCN(CCC#N)CCC#N","InChI=1S/C8H13N3/c1-2-11(7-3-5-9)8-4-6-10/h2-4,7-8H2,1H3","AQAGWSWODZXNOM-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","basic",4.55
"12998","NC1(=C(C(=CC=C1)C)C)","CC1=C(N)C=CC=C1C","InChI=1S/C8H11N/c1-6-4-3-5-8(9)7(6)2/h3-5H,9H2,1-2H3","VVAKEQGKZNKUSU-UHFFFAOYSA-N","?","22","mean from 4","b/thermodynamic","?","basic",4.56
"12963","ON=CC1(=CC=NC=C1)","O=NCC1=CC=NC=C1","InChI=1S/C6H6N2O/c9-8-5-6-1-3-7-4-2-6/h1-4H,5H2","OVXGURQHDBLCBY-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","prot.","basic",4.58
"13142","N1(=C(N=C(C)N=C1N)N)","CC1N=C(N)N=C(N)N=1","InChI=1S/C4H7N5/c1-2-7-3(5)9-4(6)8-2/h1H3,(H4,5,6,7,8,9)","NJYZCEFQAIUHSD-UHFFFAOYSA-N","?","25","potentiometric","b/apparent","?","basic",4.59
"11052","NC=2(C1(=C(N)C=CC=C1C=CC=2))","NC1C=CC=C2C=CC=C(N)C=12","InChI=1S/C10H10N2/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h1-6H,11-12H2","YFOOEYJGMMJJLS-UHFFFAOYSA-N","?","24.9","spectrophotometric","b1/apparent","H","basic",4.6
"16072","N2(=CC=C(N=NC1(=CC=C(N(C)C)C=C1))C=C2)","CN(C)C1C=CC(=CC=1)N=NC1C=CN=CC=1","InChI=1S/C13H14N4/c1-17(2)13-5-3-11(4-6-13)15-16-12-7-9-14-10-8-12/h3-10H,1-2H3","FUVJXDPEJMGTFG-UHFFFAOYSA-N","?, ?","25","spectrophotometric","a2/apparent","?, ?","basic",4.6
"12090","N2(=C1(N=C(C)NC1=CC=C2))","CC1NC2=CC=CN=C2N=1","InChI=1S/C7H7N3/c1-5-9-6-3-2-4-8-7(6)10-5/h2-4H,1H3,(H,8,9,10)","FZESPVBONPPRAW-UHFFFAOYSA-N","?","25","potentiometric","b1/apparent","?","basic",4.6
"16332","N3(=C(NC1(=CC=CC=C1))C=2(NN=C(C=2N=C3)C))","CC1=NNC2C(NC3C=CC=CC=3)=NC=NC=21","InChI=1S/C12H11N5/c1-8-10-11(17-16-8)12(14-7-13-10)15-9-5-3-2-4-6-9/h2-7H,1H3,(H,16,17)(H,13,14,15)","FWWKXDIHDPNQAK-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.61
"14951","N3(C=2(C1(=C(C=CC=C1C=CC=2)N(CC3)C)))(C)","CN1CCN(C)C2C=CC=C3C=CC=C1C3=2","InChI=1S/C14H16N2/c1-15-9-10-16(2)13-8-4-6-11-5-3-7-12(15)14(11)13/h3-8H,9-10H2,1-2H3","QJTMLCLYSOPSAB-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","N","basic",4.62
"13940","O2(C(C1(=CN=CC=C1))=CC=C2)","C1N=CC=CC=1C1=CC=CO1","InChI=1S/C9H7NO/c1-3-8(7-10-5-1)9-4-2-6-11-9/h1-7H","LBMOJGOXBWNXHS-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","basic",4.62
"15879","O3(C(N2(C1(=C(C=C(C)C(=C1)C)N=C2)))C(O)C(O)C(C3CO)O)","CC1=CC2=C(C=C1C)N=CN2C1OC(CO)C(O)C(O)C1O","InChI=1S/C15H20N2O5/c1-7-3-9-10(4-8(7)2)17(6-16-9)15-14(21)13(20)12(19)11(5-18)22-15/h3-4,6,11-15,18-21H,5H2,1-2H3","FAQAWGBCHYPXSL-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.63
"10834","O(CCNC1(=CC=C(C)C=C1))C","CC1C=CC(=CC=1)NCCOC","InChI=1S/C10H15NO/c1-9-3-5-10(6-4-9)11-7-8-12-2/h3-6,11H,7-8H2,1-2H3","LWFDKUZKEODOTF-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","NH","basic",4.64
"14418","[Si](C1(=CC(N)=CC=C1))(C)(C)C","C[Si](C)(C)C1C=CC=C(N)C=1","InChI=1S/C9H15NSi/c1-11(2,3)9-6-4-5-8(10)7-9/h4-7H,10H2,1-3H3","HLMBXIDFRINSJY-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.64
"17135","OC2(=CC=C(N=NC1(=CC=NC=C1))C=C2)","OC1C=CC(=CC=1)N=NC1C=CN=CC=1","InChI=1S/C11H9N3O/c15-11-3-1-9(2-4-11)13-14-10-5-7-12-8-6-10/h1-8,15H","BCBHUOGPSRNKLW-UHFFFAOYSA-N","?","25","spectrophotometric","b1/apparent","N%+&H","basic",4.65
"17047","N1(=C(N=C(N)N=C1N)NC2(=CC=CC=C2))","NC1=NC(NC2C=CC=CC=2)=NC(N)=N1","InChI=1S/C9H10N6/c10-7-13-8(11)15-9(14-7)12-6-4-2-1-3-5-6/h1-5H,(H5,10,11,12,13,14,15)","JIHOVGXINXMLLR-UHFFFAOYSA-N","?","25","potentiometric","b/apparent","?","basic",4.65
"15080","O=[N+]([O-])C=2(C=1(C(=NC=CC=1)C(C(=O)[O-])=CC=2))","[O-][N+](=O)C1=CC=C(C(O)=O)C2=NC=CC=C12","InChI=1S/C10H6N2O4/c13-10(14)7-3-4-8(12(15)16)6-2-1-5-11-9(6)7/h1-5H,(H,13,14)","HXHZCOASPJWXPP-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","?","basic",4.67
"14762","O=C2(OC3(C14(OC(=NC(C1(C)CCC3(C2C))CC(C4C)=NO)C5(=CC=CC=C5))))","CC12CCC3C(OC(O)=C3C)C31OC(=NC2CC(N=O)C3C)C1C=CC=CC=1","InChI=1S/C22H26N2O4/c1-12-15-9-10-21(3)17-11-16(24-26)13(2)22(21,18(15)27-20(12)25)28-19(23-17)14-7-5-4-6-8-14/h4-8,13,15-18,25H,9-11H2,1-3H3","TVYSZRNXHPPLQL-UHFFFAOYSA-N","?, ?",,"spectrophotometric","a/apparent","?, ?","basic",4.675000000000001
"15099","O=C(N(C1(=CC=NC=C1))C)C2(=CC=CC=C2)","CN(C(=O)C1C=CC=CC=1)C1C=CN=CC=1","InChI=1S/C13H12N2O/c1-15(12-7-9-14-10-8-12)13(16)11-5-3-2-4-6-11/h2-10H,1H3","WWGQDQUDHWBLAX-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","basic",4.68
"16533","FC3(=C(C1(=NCC(=O)N(C2(=C1C(=NN2C)C))C))C=CC=C3)","CC1=NN(C)C2=C1C(=NC=C(O)N2C)C1C=CC=CC=1F","InChI=1S/C15H15FN4O/c1-9-13-14(10-6-4-5-7-11(10)16)17-8-12(21)19(2)15(13)20(3)18-9/h4-8,21H,1-3H3","IOZCLDCCCLXUIB-UHFFFAOYSA-N","?","27","spectrophotometric","a1/apparent","N(1+)-H","basic",4.69
"11709","O=C([O-])C1(=CC(N)=CC=C1)","NC1=CC(=CC=C1)C(O)=O","InChI=1S/C7H7NO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H,9,10)","XFDUHJPVQKIXHO-UHFFFAOYSA-N","?","24","mean from 10","a1/apparent","?","basic",4.7
"12535","N2(=C(N(CC)CC)C1(=C(NN=C1)N=C2))","CCN(CC)C1=NC=NC2NN=CC=21","InChI=1S/C9H13N5/c1-3-14(4-2)9-7-5-12-13-8(7)10-6-11-9/h5-6H,3-4H2,1-2H3,(H,10,11,12,13)","YYKHAKOWMQCAKG-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","basic",4.71
"17199","OC3(=C2(C1(=C(C=C(N)C=C1)CC2=CC=C3)))","NC1=CC2CC3=CC=CC(O)=C3C=2C=C1","InChI=1S/C13H11NO/c14-10-4-5-11-9(7-10)6-8-2-1-3-12(15)13(8)11/h1-5,7,15H,6,14H2","OUPLPICEGKCWTF-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","NH2","basic",4.73
"13020","NC1(=C(C=C(C)C=C1)C)","CC1=CC(C)=C(N)C=C1","InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3","CZZZABOKJQXEBO-UHFFFAOYSA-N","?","23","mean from 5","apparent","?","basic",4.75
"11827","[O-]C1(=[N+](C=C(C)C(=N1)N)C)","CC1C=[N+](C)C(O)=NC=1N","InChI=1S/C6H9N3O/c1-4-3-9(2)6(10)8-5(4)7/h3H,1-2H3,(H2,7,8,10)/p+1","AOUSVALLAUSDCJ-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","basic",4.76
"13989","N2(=C1(N=C(NC)NC1=CN=C2))","CNC1NC2=CN=CN=C2N=1","InChI=1S/C6H7N5/c1-7-6-10-4-2-8-3-9-5(4)11-6/h2-3H,1H3,(H2,7,8,9,10,11)","DNBMRENNZIQFFS-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","basic",4.78
"15035","N=1(C=3(C(N=C2(C=1C=C(C)C=C2))=CC=C(C=3)N))","CC1=CC2=NC3=CC(N)=CC=C3N=C2C=C1","InChI=1S/C13H11N3/c1-8-2-4-10-12(6-8)16-13-7-9(14)3-5-11(13)15-10/h2-7H,14H2,1H3","AYKXJQUWSASYSI-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","?","basic",4.8
"13570","ClCCOC(=O)C=CC=1(N=CNC=1)","O=C(C=CC1=CNC=N1)OCCCl","InChI=1S/C8H9ClN2O2/c9-3-4-13-8(12)2-1-7-5-10-6-11-7/h1-2,5-6H,3-4H2,(H,10,11)","UHCXELQPOSSKJV-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","basic",4.8
"12994","NC1(=CC(=CC(=C1)C)C)","CC1=CC(N)=CC(C)=C1","InChI=1S/C8H11N/c1-6-3-7(2)5-8(9)4-6/h3-5H,9H2,1-2H3","MKARNSWMMBGSHX-UHFFFAOYSA-N","?","21","mean from 3","a/apparent","?","basic",4.81
"15459","N=3(C2(=C1(N=CC=CC1=CC=C2C=C(C=3)C4(=CC=CC=C4))))","C1=NC2=C3N=CC=CC3=CC=C2C=C1C1C=CC=CC=1","InChI=1S/C18H12N2/c1-2-5-13(6-3-1)16-11-15-9-8-14-7-4-10-19-17(14)18(15)20-12-16/h1-12H","WWQNICCSJUCGMY-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.82
"17187","NC3(=C(C=2(C1(=C(C=CC=C1)CC=2C=C3)))C)","CC1=C(N)C=CC2CC3C=CC=CC=3C=21","InChI=1S/C14H13N/c1-9-13(15)7-6-11-8-10-4-2-3-5-12(10)14(9)11/h2-7H,8,15H2,1H3","QJLODAMETRALGB-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","ArNH2","basic",4.83
"15029","N=2(N1(C(=NC=C1)C(C)=CC=2C3(=CC=CC=C3)))","CC1=CC(=NN2C=CN=C21)C1C=CC=CC=1","InChI=1S/C13H11N3/c1-10-9-12(11-5-3-2-4-6-11)15-16-8-7-14-13(10)16/h2-9H,1H3","MPBZFDNJSBIXKF-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","basic",4.84
"11044","N2(=CC(C1(=CC=NC=C1))=CC=C2)","C1=NC=CC=C1C1C=CN=CC=1","InChI=1S/C10H8N2/c1-2-10(8-12-5-1)9-3-6-11-7-4-9/h1-8H","YTEIHWVCQJZNEN-UHFFFAOYSA-N","?","20","potentiometric","a2/apparent","?","basic",4.85
"12007","ClC2(=CC=1(N=CNC=1C=C2))","ClC1=CC2N=CNC=2C=C1","InChI=1S/C7H5ClN2/c8-5-1-2-6-7(3-5)10-4-9-6/h1-4H,(H,9,10)","NKLOLMQJDLMZRE-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","N(+)-H","basic",4.86
"10213","N1(=CC(=CC=C1)C=C)","C=CC1C=NC=CC=1","InChI=1S/C7H7N/c1-2-7-4-3-5-8-6-7/h2-6H,1H2","DPZYLEIWHTWHCU-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","NH%+&","basic",4.87
"17197","OC3(=CC1(=C(C=2(C=CC(=CC=2(C1))N))C=C3))","NC1=CC2CC3C=C(O)C=CC=3C=2C=C1","InChI=1S/C13H11NO/c14-10-1-3-12-8(6-10)5-9-7-11(15)2-4-13(9)12/h1-4,6-7,15H,5,14H2","JNIWZBUNAVIXDB-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","NH2","basic",4.88
"16831","S(=O)(=O)(C1(=C(OC)C(OC)=C(OC)C=C1))CCN2(CCOCC2)","COC1C(OC)=C(C=CC=1OC)S(=O)(=O)CCN1CCOCC1","InChI=1S/C15H23NO6S/c1-19-12-4-5-13(15(21-3)14(12)20-2)23(17,18)11-8-16-6-9-22-10-7-16/h4-5H,6-11H2,1-3H3","WQKGNFKWQYKGBF-UHFFFAOYSA-N","?","20","potentiometric","a1/thermodynamic","amino","basic",4.89
"12037","N=1(C=2(C(C=CC=1)=CC=CC=2))","C1=CC=NC2=CC=CC=C21","InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H","SMWDFEZZVXVKRB-UHFFFAOYSA-N","?","23","mean from 14","a1/apparent","NH(1+)","basic",4.89
"15463","N=3(C2(=C1(N=CC=CC1=CC=C2C=CC=3C4(=CC=CC=C4))))","C1=CC2=CC=C3C=CC=NC3=C2N=C1C1C=CC=CC=1","InChI=1S/C18H12N2/c1-2-5-13(6-3-1)16-11-10-15-9-8-14-7-4-12-19-17(14)18(15)20-16/h1-12H","IYKBMPHOPLFHAQ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.9
"11072","S1(C(=NC=C1C2(=CC=CC=C2))N)","NC1=NC=C(S1)C1C=CC=CC=1","InChI=1S/C9H8N2S/c10-9-11-6-8(12-9)7-4-2-1-3-5-7/h1-6H,(H2,10,11)","LSLUWQIENURREM-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",4.9
"11625","N(C1(=C(C=CC=C1)C))CC","CC1C=CC=CC=1NCC","InChI=1S/C9H13N/c1-3-10-9-7-5-4-6-8(9)2/h4-7,10H,3H2,1-2H3","MWOUGPLLVVEUMM-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","basic",4.92
"11137","IC1(=CC(=CC=C1)C2(SCCN2))","IC1=CC(=CC=C1)C1NCCS1","InChI=1S/C9H10INS/c10-8-3-1-2-7(6-8)9-11-4-5-12-9/h1-3,6,9,11H,4-5H2","NRFNPFFZMUOHAT-UHFFFAOYSA-N","?","27","potentiometric","a1/apparent","N-H","basic",4.93
"12995","NC1(=CC(=C(C)C=C1)C)","CC1C=C(N)C=CC=1C","InChI=1S/C8H11N/c1-6-3-4-8(9)5-7(6)2/h3-5H,9H2,1-2H3","DOLQYFPDPKPQSS-UHFFFAOYSA-N","?","21","mean from 3","b/thermodynamic","?","basic",4.94
"12165","N1(=C(C=CC=C1C(C)(C)C)C(C)(C)C)","CC(C)(C)C1=CC=CC(=N1)C(C)(C)C","InChI=1S/C13H21N/c1-12(2,3)10-8-7-9-11(14-10)13(4,5)6/h7-9H,1-6H3","UWKQJZCTQGMHKD-UHFFFAOYSA-N","?","25","spectrophotometric","a1/thermodynamic","?","basic",4.95
"13390","O=C([O-])C2(=NC=1(C(=CC=CC=1)C=C2))","OC(=O)C1=CC=C2C=CC=CC2=N1","InChI=1S/C10H7NO2/c12-10(13)9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H,12,13)","LOAUVZALPPNFOQ-UHFFFAOYSA-N","?","23","mean from 5","a1/apparent","?","basic",4.97
"16103","O=C(NCC1(=CC=CC=C1))CN2(CCOCC2)","O/C(/CN1CCOCC1)=N/CC1C=CC=CC=1","InChI=1S/C13H18N2O2/c16-13(11-15-6-8-17-9-7-15)14-10-12-4-2-1-3-5-12/h1-5H,6-11H2,(H,14,16)","MARBJSDTJFJORF-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","NH","basic",4.98
"17171","S(C1(=NC=2(C=C3(CCCCC3(=CC=2(N1))))))C","CSC1NC2C=C3CCCCC3=CC=2N=1","InChI=1S/C12H14N2S/c1-15-12-13-10-6-8-4-2-3-5-9(8)7-11(10)14-12/h6-7H,2-5H2,1H3,(H,13,14)","XCYSMGNFMKMIDE-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","basic",5.0
